id,band_gap
mp-760281,1.6776
mp-766015,3.5238
mp-768585,3.2358
mp-768311,3.07879999999999
mp-769128,1.3651
mp-769252,4.0851
mp-771023,0.288699999999999
mp-772571,1.2763
mp-772024,3.031
mp-772822,0
mp-773466,0
mp-774323,0.4303
mp-773604,1.0209
mp-777373,1.3786
mp-777394,0.7619
mp-777577,0.2034
mp-777738,4.9283
mp-779472,1.99459999999999
mp-779833,1.99709999999999
mp-779885,0.285699999999999
mp-780207,2.3869
mp-780511,0.1671
mp-780845,3.66139999999999
mp-7859,0
mp-8373,0
mp-849776,3.485
mp-850830,0
mp-778232,0
mp-862744,0
mp-862962,0
mp-864653,0
mp-864894,0
mp-865639,0
mp-865716,5.3995
mp-864924,0
mp-865807,0
mp-866019,0
mp-867524,0.6647
mp-9406,2.0733
mp-945194,0
mp-971979,0
mp-972442,0
mp-973432,0
mp-973539,0
mp-973968,0
mp-974368,0
mp-978289,0
mp-973865,0
mp-979074,0
mp-978926,0
mp-979421,0
mp-980760,0
mp-982244,0
mp-998230,3.9413
mp-998900,0
mvc-10214,0.2222
mvc-3827,0
mvc-4378,0
mvc-5722,1.8872
mp-10030,0
mvc-5310,0
mp-1006118,2.0233
mp-1008806,0
mp-1008872,0
mp-1016825,0.7867
mp-1016930,0
mp-10195,0
mp-1025431,0
mp-1026933,0
mp-1029387,2.3585
mp-1029756,1.5852
mp-1036614,0
mp-1036059,0.317
mp-1037239,0.3566
mp-1037499,0
mp-1038036,1.6395
mp-1038455,2.17279999999999
mp-1038542,1.17499999999999
mp-1039659,0
mp-1067758,0
mp-1068331,0
mp-1069526,0
mp-1069937,0
mp-1076584,0.592299999999998
mp-1079792,0
mp-1080198,0
mp-1080332,0.998699999999999
mp-1088,0
mp-10935,5.5088
mp-1093587,0
mp-1093645,0
mp-1094534,0
mp-1094274,0
mp-1096107,0
mp-1096196,0.0091
mp-1096287,0
mp-1096486,0
mp-1096382,0.199899999999999
mp-1096996,5.7696
mp-1097208,0
mp-1097039,0
mp-1097400,1.00E-04
mp-1097450,0
mp-1099761,0
mp-1100569,0
mp-1100677,0.987699999999999
mp-1101156,0
mp-1102713,0
mp-1103521,0
mp-1103934,0
mp-1103922,0
mp-1104739,0
mp-1105617,0
mp-1112206,0
mp-1120735,1.428
mp-11350,0
mp-1147638,0
mp-11575,0
mp-1120824,0
mp-1173810,0.2922
mp-1173946,0
mp-1174208,0.3529
mp-1174308,1.09979999999999
mp-1174269,0
mp-1175901,0.2999
mp-1178063,1.8049
mp-1178611,0
mp-1180698,0
mp-1180767,1.5757
mp-1181033,0
mp-1181193,0.2732
mp-1182049,0.691499999999999
mp-1182551,3.69069999999999
mp-1182904,0
mp-1183486,0
mp-1184071,0
mp-1184327,0
mp-1184975,0
mp-1184988,0
mp-1185141,0
mp-1185175,0
mp-1185817,0
mp-1185830,0
mp-1186019,0
mp-1186525,0
mp-1186601,0
mp-1187661,0
mp-1187076,0
mp-1188468,0
mp-1188840,1.8363
mp-1189144,0
mp-1189817,3.3453
mp-1190294,0
mp-1192216,0
mp-1192805,1.3948
mp-1192903,0
mp-1192841,0
mp-1194166,2.8599
mp-1195074,0
mp-1195660,4.3198
mp-1195788,2.818
mp-1196099,3.17029999999999
mp-1196380,2.58439999999999
mp-1196543,0
mp-1197249,0
mp-1198512,0
mp-1199127,0
mp-1199206,0
mp-1199343,1.99389999999999
mp-1200168,1.9788
mp-1200693,0
mp-1201119,2.6548
mp-1201314,0.1894
mp-1203076,0
mp-1203147,3.0354
mp-1204074,2.0557
mp-1204807,0
mp-1204908,0.3524
mp-1205130,2.0792
mp-1205080,4.38929999999999
mp-1205979,0
mp-1207125,0
mp-1207840,0.0021
mp-1208150,0
mp-1208341,5.3704
mp-1208478,0
mp-1208663,0.512999999999999
mp-1209105,0
mp-1209618,0
mp-1209870,0
mp-1210103,0.356099999999999
mp-1210382,3.5637
mp-1210577,0
mp-1210899,1.43089999999999
mp-1212423,0
mp-1212973,0
mp-1213353,2.99629999999999
mp-1213707,1.5248
mp-1215156,2.9114
mp-1214421,2.0397
mp-1215587,0
mp-1215937,0
mp-1216044,0.0546
mp-1216477,0.2198
mp-1216687,0
mp-1217584,0
mp-1217700,0.5846
mp-1217771,1.6377
mp-1218009,0
mp-1218097,0
mp-1218701,2.9198
mp-1218308,0.5301
mp-1218969,0
mp-1219353,0.9278
mp-1219449,0.9988
mp-1219989,0
mp-1221540,0
mp-1220265,3.4302
mp-1221682,0
mp-1221908,0
mp-1222595,0
mp-1223096,0
mp-1223375,0
mp-1223559,0
mp-1223669,3.0016
mp-1223869,4.9689
mp-1223942,0
mp-1224741,0
mp-1226099,0
mp-1225846,0
mp-1226408,0
mp-1226445,0
mp-1226600,0
mp-1227258,0
mp-1227512,1.2624
mp-1227651,0
mp-1228118,3.0769
mp-1228168,0
mp-1232422,0
mp-1238141,0.8624
mp-1238830,0
mp-1245823,0
mp-1245825,0
mp-1246172,0
mp-1246342,0.307199999999999
mp-1246347,0.1412
mp-1246442,1.69
mp-1246475,0
mp-1246574,0
mp-1246666,0.9452
mp-1246781,0.5408
mp-1246796,0
mp-1247598,0
mp-12633,0
mp-1267080,0
mp-1273,1.33829999999999
mp-13363,0
mp-13602,1.6653
mp-13954,5.89509999999999
mp-14292,3.6674
mp-14801,0.100799999999999
mp-15557,0.6814
mp-15813,0
mp-17470,0.757
mp-1795,0
mp-18853,2.1571
mp-18974,0
mp-20034,0
mp-20262,0
mp-20305,0.304999999999999
mp-20428,0
mp-20438,0
mp-20791,0
mp-20882,0.110599999999999
mp-20887,0
mp-21116,0
mp-21351,0
mp-2139,0.572399999999999
mp-21433,0
mp-21778,2.7709
mp-22456,0.0541
mp-22631,0
mp-2264,0
mp-23334,2.5328
mp-23445,0.0842
mp-24230,4.5245
mp-27191,0
mp-27634,2.7916
mp-28553,2.351
mp-28627,1.06769999999999
mp-28667,0
mp-28818,0.0394
mp-29007,4.1409
mp-1247524,1.2664
mp-2968,0
mp-30851,0
mp-30550,0
mp-3349,1.87579999999999
mp-3419,2.4939
mp-34656,6.0599
mp-34864,0.236399999999999
mp-352,4.0684
mp-4207,0
mp-4911,0
mp-504687,0
mp-504343,0
mp-505176,0
mp-505481,3.88469999999999
mp-510219,0
mp-5256,2.3109
mp-530144,0
mp-530722,4.337
mp-540690,0.107099999999999
mp-540716,2.0785
mp-541124,0
mp-541578,3.0647
mp-541811,0.636499999999999
mp-550008,1.0351
mp-551706,0.8018
mp-552307,2.8159
mp-552966,0.9458
mp-553874,0
mp-553991,2.4065
mp-554853,3.0661
mp-555678,2.4848
mp-556373,1.47569999999999
mp-556894,1.5453
mp-557046,0.1798
mp-557090,1.4016
mp-557448,2.19789999999999
mp-557734,4.3259
mp-557822,4.62949999999999
mp-557875,3.4028
mp-558105,6.4601
mp-558550,1.6559
mp-558675,2.0766
mp-558850,3.4265
mp-559375,3.30649999999999
mp-559971,5.9005
mp-560330,2.4504
mp-532545,2.2784
mp-560334,4.59929999999999
mp-560625,3.37209999999999
mp-560745,1.9354
mp-561705,2.6265
mp-568089,0
mp-569425,0
mp-570099,0.5888
mp-570157,1.7035
mp-571030,0
mp-570555,1.697
mp-571060,0
mp-571608,0
mp-606338,0.1955
mp-608031,0.0403
mp-613314,0
mp-615,0
mp-616541,1.9482
mp-622203,3.625
mp-623590,2.01389999999999
mp-625274,1.86819999999999
mp-625409,4.0965
mp-631269,0
mp-626573,0.9577
mp-634676,3.2359
mp-639335,0.2474
mp-642301,0
mp-677179,3.34309999999999
mp-677246,2.6809
mp-677371,2.3191
mp-680237,2.44369999999999
mp-680461,0.601399999999999
mp-694922,1.9947
mp-694961,1.24699999999999
mp-695831,4.18009999999999
mp-706426,5.0708
mp-720098,2.5331
mp-707349,2.2329
mp-720230,4.8305
mp-720382,5.255
mp-721039,0.0195
mp-735510,0.2216
mp-735783,0.259799999999999
mp-738684,4.4151
mp-7433,0.0478
mp-752408,3.4431
mp-743548,0.851599999999999
mp-752598,1.96879999999999
mp-752809,0.768899999999999
mp-752874,2.1845
mp-753074,0
mp-753303,1.95889999999999
mp-753650,3.9103
mp-753524,0
mp-753786,0
mp-754067,2.0584
mp-754777,3.9804
mp-754974,1.879
mp-755013,3.71999999999999
mp-753969,2.4038
mp-755571,2.2375
mp-756823,0
mp-757002,3.8936
mp-757109,0.871899999999999
mp-757325,0.2422
mp-757673,0.031499999999999
mp-757551,0.252399999999999
mp-757801,1.37019999999999
mp-758181,2.64919999999999
mp-758711,0.528
mp-759688,1.8333
mp-759091,0.7805
mp-760502,5.3125
mp-761029,1.2246
mp-761000,0.8356
mp-763336,0.757399999999999
mp-763819,1.7582
mp-765294,6.4837
mp-766131,2.3114
mp-766535,2.7099
mp-767775,1.0358
mp-768110,2.44389999999999
mp-768847,3.8985
mp-769075,0.7787
mp-770632,1.1252
mp-770709,2.3861
mp-770835,3.33959999999999
mp-770880,1.2402
mp-772071,0
mp-772421,2.033
mp-774876,0
mp-774868,4.62709999999999
mp-775261,2.7192
mp-775922,1.53029999999999
mp-776140,0
mp-776849,0.945599999999999
mp-777110,0.391399999999999
mp-777298,3.6266
mp-777545,0.1579
mp-779298,0
mp-780095,3.7991
mp-7882,0
mp-8482,0
mp-849423,0.5221
mp-849538,0
mp-849797,4.5168
mp-850975,0
mp-861667,0
mp-862932,0
mp-865874,0
mp-865961,1.5294
mp-865997,0
mp-872,0
mp-867895,0
mp-8965,1.82229999999999
mp-9576,1.5589
mp-961713,1.0084
mp-972454,0
mp-971744,0
mp-972937,0.3727
mp-973636,0
mp-973953,0
mp-974739,0
mp-976142,0
mp-976252,0
mp-976971,0
mp-979427,0
mp-979931,0
mp-980193,0
mp-981933,0
mp-984762,0
mp-9956,0
mp-997181,0
mp-995230,3.9733
mp-998397,0
mp-998753,0
mp-999265,2.33859999999999
mvc-11252,0
mvc-12745,0
mvc-13900,0
mvc-16001,0
mp-1013541,0.2804
mp-1013762,0.045199999999999
mp-1017441,0
mp-1018115,1.272
mp-1020626,4.2
mp-1024964,0
mp-1025315,0.3891
mp-1028488,0.775799999999999
mp-1028999,0.3179
mp-1029243,0.480599999999999
mp-1029498,1.4398
mp-1036398,0.557399999999999
mp-1037149,0.6386
mp-1040007,0.297899999999999
mp-10596,0
mp-1072888,0
mp-1069375,0
mp-1073927,0
mp-1075582,0
mp-1077116,0
mp-1080179,0
mp-1080643,0
mp-1080805,0
mp-1093715,0
mp-1093801,0.463999999999999
mp-1094488,0
mp-1094709,0
mp-1094575,0
mp-1095875,0
mp-1095922,0
mp-1096002,0
mp-1096869,0
mp-1097077,0
mp-1097262,0.203599999999999
mp-1097715,0.019599999999999
mp-1097533,0
mp-1099093,0
mp-1100766,0
mp-1100497,0
mp-1101091,0
mp-1102565,0
mp-1103295,7.4257
mp-1102830,1.17049999999999
mp-1105962,0
mp-1105727,0
mp-1112270,3.1554
mp-1112937,3.8468
mp-11382,0
mp-1147745,2.0297
mp-11388,0
mp-1174327,0.0977
mp-1175379,0
mp-1176896,1.60869999999999
mp-1177035,1.34829999999999
mp-1178372,0.118199999999999
mp-1177197,0.0064
mp-11794,0.8588
mp-1181105,0.0328
mp-1180180,0.845199999999999
mp-1181786,0
mp-1182535,0.7896
mp-1182852,0
mp-1182877,0
mp-1183244,0
mp-1183315,0
mp-1183806,0
mp-1183967,0
mp-1184287,0
mp-1184568,0
mp-1184668,0
mp-1184851,0
mp-1184932,0
mp-1185439,0
mp-1185597,0.4779
mp-1185757,0.7986
mp-1186104,0
mp-1186264,0
mp-1186284,0
mp-1187032,0
mp-1187551,0
mp-1187927,0
mp-1188449,1.04359999999999
mp-1189046,0
mp-1190600,2.8144
mp-1191739,0
mp-1192181,1.7397
mp-1192818,0
mp-1181810,1.41649999999999
mp-1192963,0
mp-1194437,0.179399999999999
mp-1195211,3.5156
mp-1195417,1.3838
mp-1195922,0.394199999999999
mp-1196278,0
mp-1196028,0.1128
mp-1196391,0.1267
mp-1197197,0.4894
mp-1197349,0.3944
mp-1197932,0
mp-1198444,0.0211
mp-1198978,3.2097
mp-1199396,2.7683
mp-1199686,2.5254
mp-1200466,0.0738
mp-1201553,2.0231
mp-1201769,0
mp-1201619,0
mp-1202041,5.5459
mp-1202542,0
mp-1203034,3.7407
mp-1203934,0.0529
mp-1205049,0.7149
mp-1204365,0.04
mp-1205982,0
mp-1206414,0
mp-1207172,0
mp-1206992,0
mp-1207306,0.363899999999999
mp-1207662,0
mp-1207709,1.5806
mp-1207807,0
mp-1208439,0
mp-1208771,0
mp-1208908,1.0895
mp-1209902,0
mp-1210677,0
mp-1210255,3.968
mp-1210749,0
mp-1211034,0
mp-1210760,0.440599999999999
mp-1211610,0.8255
mp-1212347,0.168499999999999
mp-1213420,0.0561
mp-1214250,2.20989999999999
mp-1213720,0
mp-1214748,2.8879
mp-1214847,4.6549
mp-1214872,0
mp-1215358,0
mp-1215945,0
mp-1216307,0
mp-1216778,0.8125
mp-1216900,0
mp-1217,1.2619
mp-1217046,0
mp-1217117,0
mp-1217583,0
mp-1218139,0
mp-1218176,0.6378
mp-1218184,3.1501
mp-1218514,0
mp-1218638,0
mp-1218709,0
mp-1219493,0
mp-1219229,1.883
mp-1219763,0
mp-1219779,1.0094
mp-1221261,4.7787
mp-1221417,0
mp-1221707,0
mp-1222130,0
mp-1223128,2.47129999999999
mp-1223859,0
mp-1223299,0
mp-1223860,0
mp-1223995,1.20929999999999
mp-1223970,0.444999999999999
mp-1224126,3.6726
mp-1224233,0
mp-1224199,0
mp-1224704,2.3917
mp-1224842,0
mp-1225185,0
mp-1225327,1.66859999999999
mp-1225222,1.26919999999999
mp-1225457,0
mp-1225768,0
mp-1225828,0
mp-1225746,0
mp-1226177,0
mp-1226342,0
mp-1226861,0
mp-1227010,0
mp-1226923,5.76429999999999
mp-1227457,2.0779
mp-1228037,2.8641
mp-1228412,0
mp-1228849,0
mp-1232180,2.2328
mp-1237949,0
mp-1239199,0
mp-1239230,0
mp-1245406,0
mp-1245470,1.67269999999999
mp-1244931,0.6109
mp-1245484,0
mp-1245710,0
mp-12723,0
mp-13452,0
mp-1247675,0.297099999999999
mp-1385,0
mp-1495,0
mp-15125,3.8268
mp-1546,0
mp-16056,0.715399999999999
mp-1639,4.6482
mp-15161,0
mp-16723,0
mp-17153,0.787399999999999
mp-17154,2.3952
mp-17766,2.6765
mp-17972,1.0581
mp-18167,0
mp-17749,2.0183
mp-18649,0
mp-18950,0
mp-19097,1.5459
mp-19169,3.0347
mp-20328,0
mp-19984,0
mp-2041,0
mp-20888,0
mp-21616,2.42739999999999
mp-22588,1.6083
mp-23022,5.4781
mp-22755,0
mp-23230,4.0767
mp-23567,0.6669
mp-23495,3.6576
mp-24694,2.3713
mp-25053,2.3395
mp-25953,2.9333
mp-26616,1.9618
mp-26675,4.25189999999999
mp-27046,0.663
mp-26956,1.6464
mp-27935,2.2907
mp-29292,3.3335
mp-28317,0
mp-29405,2.01039999999999
mp-29850,0.0639
mp-29940,2.3509
mp-30058,2.4362
mp-30593,0
mp-31112,3.6111
mp-31030,6.91609999999999
mp-32811,0
mp-31406,0.957999999999999
mp-4090,0
mp-3585,0
mp-4909,0
mp-4950,6.43159999999999
mp-505093,1.33589999999999
mp-540782,0
mp-510624,0
mp-541537,3.492
mp-541707,0.728299999999999
mp-541954,3.6173
mp-5423,0
mp-545500,2.9344
mp-550925,3.46
mp-542145,4.4423
mp-554506,3.2253
mp-555117,2.6076
mp-554878,1.37619999999999
mp-555333,2.3723
mp-555144,7.094
mp-556667,1.5196
mp-555595,0
mp-556696,0
mp-557716,4.7105
mp-557920,3.4215
mp-5581,3.2774
mp-558759,3.31169999999999
mp-559614,0
mp-559732,5.2501
mp-558964,2.5396
mp-560222,5.1205
mp-560293,1.93489999999999
mp-560300,1.8078
mp-560456,1.4253
mp-560517,2.659
mp-560757,2.42809999999999
mp-560630,3.6156
mp-561246,2.7587
mp-566512,0
mp-561830,0.0321
mp-567227,3.40029999999999
mp-567949,1.3128
mp-568087,0
mp-570455,0
mp-5712,0.0673
mp-579605,0
mp-579779,0
mp-6112,0.6975
mp-604071,3.1549
mp-613455,0
mp-622093,0
mp-621938,1.03769999999999
mp-625392,5.2541
mp-625402,3.7509
mp-625654,2.0789
mp-625815,3.9252
mp-6294,0
mp-626735,3.97589999999999
mp-631406,0
mp-6296,2.00619999999999
mp-631549,0
mp-642477,0
mp-636284,1.3085
mp-643023,1.0975
mp-644506,5.0934
mp-650023,1.6421
mp-653005,0
mp-669578,0.7547
mp-672976,3.8599
mp-673705,0.535299999999999
mp-674423,0
mp-676990,0
mp-680432,3.6884
mp-683501,0
mp-6844,4.4357
mp-684639,0
mp-684712,1.16339999999999
mp-691121,0
mp-695699,0.773699999999999
mp-696335,2.7881
mp-696420,4.2607
mp-697367,5.1003
mp-697730,0
mp-699464,5.0047
mp-676687,1.1348
mp-703306,0
mp-704125,3.4865
mp-705011,0.966499999999999
mp-706490,0.4984
mp-708035,3.47879999999999
mp-720504,0
mp-730972,0.3784
mp-733455,2.4521
mp-734042,3.5073
mp-7361,0
mp-7471,1.8604
mp-753005,0.1746
mp-753038,0
mp-753327,3.3688
mp-753550,0
mp-753763,1.27839999999999
mp-753998,0.110299999999999
mp-754364,0
mp-754446,3.9058
mp-754604,6.0531
mp-754972,1.6664
mp-755375,0.8772
mp-755544,1.7575
mp-755620,0
mp-756056,1.3537
mp-756434,0
mp-756706,0.33
mp-756765,0.6269
mp-757043,0.028
mp-757541,3.139
mp-757633,1.1095
mp-757840,1.5953
mp-757947,0.120299999999999
mp-758223,0
mp-758467,2.5307
mp-758924,0
mp-759070,3.7291
mp-759388,4.4347
mp-759561,0.3603
mp-759590,0
mp-759622,1.7151
mp-759844,4.5332
mp-761128,0
mp-761178,4.8541
mp-763975,0.638999999999999
mp-765405,0.916
mp-766026,0.4298
mp-766044,0.949199999999999
mp-766227,2.3239
mp-766677,1.9476
mp-767521,2.7606
mp-768763,3.0792
mp-769007,3.1406
mp-770274,0
mp-770510,0.8122
mp-699535,1.8317
mp-770544,1.9734
mp-771397,0.0263
mp-772544,3.62969999999999
mp-773007,0.266199999999999
mp-773139,1.208
mp-774353,0
mp-774821,3.6889
mp-774985,2.6306
mp-775220,1.4864
mp-774931,0
mp-776797,0
mp-777232,2.7016
mp-778499,2.7051
mp-779066,2.9713
mp-779125,5.3851
mp-780656,1.21519999999999
mp-780730,0.3058
mp-782001,0
mp-833,0
mp-850956,0.0755
mp-862335,0
mp-863423,1.8584
mp-865560,0
mp-866038,0
mp-862866,0
mp-867820,0
mp-945077,0
mp-952567,0
mp-971830,0
mp-978997,0
mp-977176,0
mp-980014,0
mp-980110,0
mp-981393,0
mp-9902,0
mp-996992,0.490399999999999
mvc-11134,2.92
mp-998896,0
mvc-12572,1.03219999999999
mvc-4274,0
mvc-4767,0.892999999999999
mp-1003485,0.138199999999999
mvc-7677,0
mp-10086,1.31369999999999
mp-1019323,1.5488
mp-1013719,0
mp-1019799,0
mp-1025207,0
mp-1025237,0
mp-1026990,0.2996
mp-1027547,0.324899999999999
mp-10322,1.26739999999999
mp-1035885,0
mp-1036223,0
mp-1036993,0.312899999999999
mp-1038735,1.1749
mp-1038723,0.5156
mp-1038955,0
mp-1071453,0
mp-1073656,0
mp-1074669,0
mp-1076296,0
mp-1077660,0
mp-1078159,0
mp-1078431,0.735199999999999
mp-1078392,2.6125
mp-1078728,0
mp-1079200,0
mp-1079173,0
mp-1079388,0
mp-10798,2.3238
mp-1079761,0
mp-1079819,0
mp-1080469,0
mp-1087,2.56189999999999
mp-1087546,0
mp-1093624,0
mp-1094867,0
mp-1093784,0
mp-1095779,0
mp-1095856,0
mp-1096082,0
mp-1097014,2.2706
mp-1097061,4.8393
mp-1099676,0
mp-1099311,0
mp-1100498,0
mp-1099946,0
mp-1102024,0
mp-1102374,0
mp-1102449,0
mp-1105062,0
mp-1105280,2.5071
mp-1106135,0
mp-1112523,0.2226
mp-1112579,0.5467
mp-1113918,0
mp-1120779,1.8512
mp-11447,0
mp-11555,0
mp-1147521,0.0536
mp-1173093,2.857
mp-1173263,0.0899
mp-1173652,0.7998
mp-1174800,0.0311
mp-1175085,0.661699999999999
mp-1175120,0
mp-1175714,1.45479999999999
mp-1175443,0
mp-1176672,0.593799999999999
mp-1177008,0.4851
mp-1177463,0
mp-1177046,1.1555
mp-1177563,0.0254
mp-1178207,0
mp-1181060,0.228999999999999
mp-1181198,3.5866
mp-1181404,3.0611
mp-1181666,0
mp-1182153,0.211899999999999
mp-1183060,0
mp-1183112,0
mp-1182767,1.60209999999999
mp-1183374,0
mp-1183472,0
mp-1183458,0
mp-1184671,0
mp-1184811,0
mp-1185549,0.0021
mp-1186242,0
mp-1186301,0
mp-1185661,0
mp-1186353,0
mp-1186844,0
mp-1186748,0.197
mp-1187159,0
mp-1187308,0
mp-1187650,0
mp-1187868,0
mp-1187951,0
mp-1188386,0
mp-1188089,0.415599999999999
mp-1188638,0
mp-1189636,0
mp-1188913,1.6787
mp-1189945,0
mp-1190845,3.956
mp-1190721,0.5387
mp-1191777,0
mp-1193794,0
mp-1193864,5.24109999999999
mp-1195393,0.9422
mp-1196458,0
mp-1195872,0
mp-1197930,2.6009
mp-1199017,2.2625
mp-1199201,0
mp-1199216,1.73509999999999
mp-1200026,0.109099999999999
mp-1200366,2.4433
mp-1201036,0.8306
mp-1202309,6.6655
mp-1203598,3.2336
mp-1203841,2.5082
mp-1205094,1.9787
mp-1205523,0
mp-1206540,0
mp-1207014,0
mp-1207448,0.793499999999999
mp-1207816,0
mp-1207907,0
mp-1208112,1.5644
mp-1208464,0
mp-1208528,0
mp-1208843,0
mp-1209837,1.90099999999999
mp-1210343,0.0504
mp-1210461,1.2514
mp-1210769,4.9207
mp-1210940,0
mp-1211157,0
mp-1211228,4.8421
mp-1211348,0
mp-1211393,0
mp-1211876,1.1511
mp-1212597,0
mp-1213799,0.1374
mp-1213891,4.895
mp-1215342,0
mp-1216572,0
mp-1217264,0
mp-1216943,2.7565
mp-1217481,0
mp-1218192,0
mp-1218643,0
mp-1219254,1.41039999999999
mp-1219468,0
mp-1219541,0
mp-122,0
mp-1220368,0
mp-1220086,0
mp-1220374,0
mp-1220569,0
mp-1222775,0.827
mp-1222820,3.8858
mp-1223288,2.876
mp-1223390,0
mp-1223556,4.52459999999999
mp-1225239,0
mp-12262,6.6615
mp-1226515,0
mp-1226671,0
mp-1227232,3.7972
mp-1226879,5.5905
mp-1227625,0.8517
mp-1227932,0
mp-1228384,2.8578
mp-1228437,0
mp-1229282,0.4905
mp-1229186,5.8318
mp-1232237,0
mp-1236949,0
mp-12385,3.4657
mp-1237644,0
mp-1238772,0
mp-1238907,0
mp-1245043,2.7553
mp-1244899,0.0077
mp-1245460,0.5398
mp-1245251,2.6593
mp-1245505,0
mp-1245811,0
mp-1245827,0.1509
mp-1246131,1.0067
mp-1246471,0.0129
mp-1246635,0
mp-1246713,0.3218
mp-1247370,0
mp-1247432,0.2776
mp-1247471,0
mp-1247713,0
mp-12763,0
mp-1265553,0
mp-12894,0.0339
mp-13135,0
mp-13396,0
mp-14276,1.81289999999999
mp-14637,1.83149999999999
mp-15266,4.5317
mp-15046,1.4599
mp-16519,0
mp-16788,0
mp-16842,0
mp-18601,1.2375
mp-18867,3.6953
mp-18935,2.7874
mp-1929,0
mp-19941,0.7964
mp-20050,0
mp-20242,0
mp-20276,0
mp-20366,0
mp-20664,0
mp-20959,0
mp-20966,0
mp-22307,0
mp-22763,0
mp-22784,0
mp-22893,2.3703
mp-23228,1.7945
mp-23436,3.9993
mp-24103,0.492
mp-24536,2.4663
mp-24640,5.4944
mp-24767,5.4665
mp-24834,3.2767
mp-25416,3.1097
mp-2567,0
mp-25896,0.1238
mp-26780,0
mp-27603,0
mp-27767,4.7981
mp-28296,0.341899999999999
mp-28321,0
mp-28416,0
mp-28554,1.6557
mp-28999,0
mp-29035,1.8129
mp-29332,0.5213
mp-29394,0.5094
mp-29843,1.43569999999999
mp-30293,2.1187
mp-30439,0
mp-30981,3.0914
mp-31077,1.70899999999999
mp-31940,3.3423
mp-36031,1.2594
mp-363,0
mp-3791,0
mp-39072,0
mp-3911,0.0113
mp-18483,3.139
mp-4353,0
mp-502,2.0069
mp-505622,0
mp-5078,5.0628
mp-510350,2.8808
mp-541879,2.33909999999999
mp-530429,5.5173
mp-542151,0
mp-542449,0
mp-5443,0
mp-542634,0
mp-554074,0
mp-554975,0.317099999999999
mp-555078,3.1456
mp-555857,0
mp-555377,3.8918
mp-555962,2.4743
mp-556340,1.61219999999999
mp-556362,3.6267
mp-556934,6.9998
mp-557618,0.840199999999999
mp-558212,3.489
mp-557649,2.2231
mp-558671,0
mp-559252,3.41099999999999
mp-559346,2.1456
mp-560257,2.88919999999999
mp-559584,0
mp-560769,0
mp-567679,0
mp-568153,0
mp-568170,4.293
mp-568867,2.32909999999999
mp-570558,0
mp-569352,0
mp-570850,0.0109
mp-571506,0
mp-574025,0
mp-582709,0
mp-616185,4.4708
mp-605078,2.8849
mp-6181,1.7915
mp-636105,0
mp-636359,0
mp-637427,0
mp-638276,0.424299999999999
mp-638590,0.205599999999999
mp-639682,5.6453
mp-644203,3.4935
mp-644763,0
mp-649722,2.7912
mp-662590,0
mp-651750,2.3813
mp-675211,2.5025
mp-676371,0
mp-677093,0
mp-690543,0
mp-685259,0
mp-6961,0
mp-693503,2.35349999999999
mp-697925,0
mp-697945,3.0111
mp-697981,2.763
mp-698449,4.9383
mp-707364,0.8281
mp-720215,0
mp-720249,0
mp-720868,4.24189999999999
mp-744574,2.3331
mp-753157,1.3768
mp-752993,0.527299999999999
mp-753393,1.3495
mp-753520,2.2212
mp-754033,0
mp-754070,0.635199999999999
mp-754206,2.7237
mp-755569,0
mp-755363,0.5076
mp-755948,2.9448
mp-756817,0
mp-756164,0.1961
mp-756864,2.38009999999999
mp-757549,0
mp-757512,1.4571
mp-757655,0.4558
mp-757658,0.116099999999999
mp-757800,1.5934
mp-757872,0.200199999999999
mp-758609,4.0093
mp-759116,0
mp-758691,1.3886
mp-759399,0.0149
mp-759725,3.12739999999999
mp-759634,0.1737
mp-760184,2.764
mp-760932,0
mp-760898,0
mp-762514,0.4377
mp-763290,0.6454
mp-763965,1.5217
mp-767157,0
mp-764575,0
mp-768180,1.5699
mp-768216,3.75829999999999
mp-768692,1.68259999999999
mp-768867,3.7352
mp-768850,2.67
mp-768924,1.14359999999999
mp-769003,3.7245
mp-769643,0
mp-771886,0
mp-772726,1.2205
mp-772977,1.5209
mp-774608,0
mp-775180,0.528999999999999
mp-776009,0
mp-776200,3.4877
mp-776099,3.2091
mp-776759,0
mp-776896,2.4469
mp-777643,1.1416
mp-777778,1.7448
mp-778873,0
mp-8110,5.8626
mp-779002,1.1044
mp-862667,0
mp-861500,7.7553
mp-862703,0
mp-863713,0
mp-865186,0
mp-9205,3.497
mp-972156,0
mp-972373,0
mp-972424,0
mp-972892,0
mp-972981,0
mp-972997,0
mp-9750,2.5585
mp-980949,0.2754
mp-989589,0
mp-9942,0
mp-998711,3.4249
mp-997026,0.8243
mp-999187,0
mvc-3770,0
mvc-3772,0
mvc-3968,1.1275
mvc-4198,0
mvc-9149,0
mp-1001015,0.924199999999999
mp-1001080,6.0165
mp-10024,0
mp-1017559,0
mp-10219,4.9587
mp-10264,0
mp-1028409,1.3976
mp-1029347,0
mp-1036104,1.08519999999999
mp-1039106,0
mp-1039916,0
mp-1065394,0
mp-10661,0
mp-1069166,0
mp-1073089,0
mp-1075240,0
mvc-14054,0.9245
mp-1077107,1.2835
mp-1076186,0
mp-1077293,0
mp-1078150,0
mp-1077413,0
mp-1078244,0
mp-1078579,0
mp-1078606,0
mp-1079428,0
mp-1079106,0
