id,band_gap
mp-634755,4.9131
mp-626103,4.9229
mp-643683,0.3889
mp-644741,0.112199999999999
mp-675104,5.3058
mp-675534,0
mp-679969,3.6218
mp-680061,2.3752
mp-680184,0
mp-684678,0.056
mp-685006,0
mp-690241,0
mp-696217,2.63199999999999
mp-6972,2.6634
mp-697657,5.6475
mp-703517,0.3247
mp-7147,1.28169999999999
mp-720394,0.3719
mp-721426,5.114
mp-730460,4.9055
mp-752470,1.5518
mp-752552,2.4273
mp-752622,2.8209
mp-752888,0
mp-753204,1.1194
mp-753407,3.4131
mp-753491,1.6068
mp-753781,0.5973
mp-753928,1.56079999999999
mp-754049,0
mp-754402,0
mp-754845,1.01759999999999
mp-755124,0.6454
mp-755135,3.46269999999999
mp-755971,0
mp-756344,4.323
mp-756623,0
mp-756803,1.19389999999999
mp-757536,0.0444
mp-758298,4.2949
mp-758469,0.2558
mp-758503,0.06
mp-758523,0
mp-758634,0.8552
mp-640748,2.9225
mp-758839,4.5077
mp-759596,4.0556
mp-760316,1.21679999999999
mp-760457,4.599
mp-760799,0
mp-759644,1.03549999999999
mp-760808,1.4693
mp-760947,0.911799999999999
mp-761176,0.2097
mp-764423,1.96559999999999
mp-765211,3.8006
mp-767071,2.80389999999999
mp-767407,0.7834
mp-767717,0.158
mp-768729,2.0481
mp-769229,0
mp-769615,0
mp-769540,0
mp-770170,0
mp-771295,2.9162
mp-771393,1.9826
mp-771699,0.984399999999999
mp-771658,4.834
mp-773116,1.94649999999999
mp-774672,0
mp-774745,0.6165
mp-774886,0
mp-774930,2.1264
mp-775491,0.058
mp-776108,2.74329999999999
mp-776167,0
mp-777440,1.60699999999999
mp-776255,0.8237
mp-778045,3.1256
mp-778252,0
mp-778622,1.9238
mp-780732,0
mp-780798,0.664
mp-849392,0.4047
mp-849457,0
mp-850099,0
mp-861725,0
mp-862256,0
mp-862794,0
mp-862838,0
mp-862956,0
mp-865229,0
mp-866068,0
mp-866917,0
mp-8911,0.286599999999999
mp-971683,2.1936
mp-971833,0
mp-972119,0
mp-974862,0
mp-975649,0
mp-977556,0
mp-9847,0
mp-978251,0
mp-985304,0
mp-9998,0
mp-997158,0.596099999999999
mvc-11660,0
mvc-14361,0
mvc-15,0
mvc-15870,4.2873
mvc-15993,0.9792
mvc-2048,0
mvc-4685,0
mvc-5066,1.9868
mvc-5485,0
mvc-672,0
mvc-6285,0
mp-10015,0
mp-1009752,0
mp-1011697,0.6346
mp-10130,0
mp-1013707,0.0255
mp-1016840,0
mp-10175,3.5644
mp-1019257,0
mp-1018643,0
mp-1020611,3.82949999999999
mp-1020015,5.4029
mp-1025586,0
mp-1029702,0.6458
mp-1030153,0.287799999999999
mp-1073455,0
mp-1075521,0
mp-1077125,0
mp-1078234,0
mp-1077883,0
mp-1078464,0
mp-1078705,0
mp-1078863,0
mp-1079273,0
mp-1079355,0
mp-1080203,0
mp-1079546,0
mp-1093724,0.2014
mp-1093803,0.0262
mp-1093962,0
mp-1094117,0
mp-1094611,0
mp-1096530,0
mp-1095887,0.1695
mp-1096629,0.067
mp-1097156,0
mp-1097464,0.2124
mp-1097280,0
mp-1097677,0
mp-1099083,0
mp-1100511,0.617799999999999
mp-1101692,1.43869999999999
mp-1102112,0
mp-1102138,0
mp-1106282,5.729
mp-1106346,0
mp-1111071,2.2923
mp-1111193,3.0664
mp-1111288,2.9722
mp-1112119,3.2669
mp-1113330,3.768
mp-1147735,2.6309
mp-11491,0
mp-1147594,2.585
mp-11673,3.5824
mp-1174232,0
mp-1174447,0
mp-1174600,0
mp-1175204,0.535499999999999
mp-1175276,0
mp-1175343,0.5073
mp-1177493,1.5224
mp-1175812,1.4277
mp-1178124,3.9007
mp-1178875,0
mp-1179123,0
mp-1179171,1.8352
mp-1181282,0
mp-1182595,3.02679999999999
mp-1183271,0
mp-1183456,0
mp-1183546,0
mp-1177797,0.2964
mp-1184995,0
mp-1185528,0
mp-1185821,1.2689
mp-1185759,0
mp-1186365,0
mp-1186370,0
mp-1187093,0
mp-1187257,0
mp-1187762,0
mp-1188043,0
mp-1190739,0
mp-1190906,0
mp-1191125,0.0185
mp-1191385,0
mp-1193121,0
mp-1193679,0
mp-1194192,0
mp-1194654,2.8011
mp-1195703,2.1049
mp-1196002,4.4603
mp-1196110,0
mp-1196372,2.9667
mp-1197498,5.1369
mp-1197972,0
mp-1198079,2.222
mp-1199036,1.32629999999999
mp-1199436,4.1572
mp-1200108,0.279399999999999
mp-1200542,0.0816
mp-1201456,0
mp-1202965,2.1732
mp-1202844,0
mp-1203341,0.356799999999999
mp-1203732,0
mp-1203935,0.0676
mp-1204076,0
mp-1204627,1.302
mp-1204779,1.3157
mp-1205743,2.4174
mp-1205837,0
mp-1206515,0
mp-1207758,0
mp-1208004,0
mp-1208279,0
mp-1208319,3.1847
mp-1208531,0
mp-1208738,0
mp-1208872,0
mp-1208775,0
mp-1209890,0
mp-1209643,2.1481
mp-1209959,0.0631
mp-1210057,3.23659999999999
mp-1210283,0
mp-1210783,0
mp-1210365,0.3599
mp-1210866,2.6004
mp-1211182,0.3692
mp-1211814,0
mp-1212287,0
mp-1212761,0
mp-1213605,1.9497
mp-1214505,2.3757
mp-1215256,0
mp-1215274,0
mp-1215695,1.4984
mp-1215803,5.6299
mp-1216317,0
mp-1216364,0.0514
mp-1216419,0
mp-1217181,2.0529
mp-1218289,0
mp-1218445,0
mp-1218549,0
mp-1218812,0
mp-1220160,0
mp-1220162,0
mp-1219878,0
mp-1220345,0
mp-1220677,0
mp-1220533,0
mp-1220688,0
mp-1220977,4.2166
mp-1220911,0.8592
mp-1221046,0
mp-1221243,0
mp-1221268,0.159199999999999
mp-1221596,0
mp-1221595,0
mp-1222096,0
mp-1222114,0
mp-1222150,0
mp-1222258,0
mp-1222304,0
mp-1222744,0.246199999999999
mp-1222158,0.3479
mp-1223145,2.74519999999999
mp-1223493,0
mp-1224285,0
mp-1223809,0.9285
mp-1224513,0
mp-1224897,0
mp-1224952,0.0948
mp-1224720,0.9158
mp-1225956,2.198
mp-1226931,0
mp-1226999,0
mp-1227705,4.7432
mp-1227179,0
mp-1227896,0.9608
mp-1228088,3.5543
mp-1228618,0.0662
mp-1229108,0
mp-1228394,0
mp-1235619,0.6959
mp-1237649,0.3614
mp-1244943,1.1552
mp-1244956,0
mp-1244995,0.155699999999999
mp-1245305,2.4659
mp-1245389,0.850899999999999
mp-1245411,0.534
mp-1245791,0.1734
mp-1245872,0
mp-1246180,0
mp-1246449,2.0193
mp-1246458,0.574599999999999
mp-1246648,0.967299999999999
mp-1246712,1.7885
mp-1247045,0.0822
mp-1246957,0
mp-1247067,0
mp-1249679,0.080399999999999
mp-12535,2.1526
mp-12557,0.0046
mp-1261118,0
mp-1265310,0.0117
mp-12775,0
mp-1576,0
mp-15986,0
mp-16140,0
mp-16928,2.9965
mp-17105,0
mp-17510,3.4687
mp-17599,0.7073
mp-18084,3.04679999999999
mp-1858,4.2089
mp-18991,0.335399999999999
mp-19511,3.0546
mp-1995,0
mp-20077,0
mp-20113,2.3933
mp-20284,0
mp-20355,0
mp-20360,0
mp-21016,1.5783
mp-21134,0
mp-2120,0
mp-21343,0
mp-21686,0
mp-2201,0.9081
mp-22015,0
mp-22028,0
mp-22237,0
mp-22803,0
mp-2283,0
mp-23130,2.44279999999999
mp-23155,8.6048
mp-23857,0.4954
mp-25938,1.3557
mp-2627,0
mp-18891,0
mp-27557,2.1192
mp-27723,1.7783
mp-27786,1.1842
mp-29597,2.22539999999999
mp-29477,2.88179999999999
mp-30404,0
mp-30638,0
mp-30581,0
mp-32594,1.4546
mp-36111,1.5647
mp-34237,0
mp-504549,0.694099999999999
mp-504922,1.5625
mp-510449,2.502
mp-532727,4.564
mp-541593,5.2294
mp-540270,1.2528
mp-542187,0
mp-542451,7.14209999999999
mp-549671,0
mp-554402,3.6505
mp-554463,3.9469
mp-554714,0
mp-554559,3.2275
mp-554866,0.0466
mp-555036,0
mp-555002,6.0902
mp-555821,0.6996
mp-555825,4.6001
mp-555996,3.3632
mp-556005,2.0389
mp-556597,0
mp-556819,4.0309
mp-557302,2.2836
mp-557786,2.4776
mp-557744,2.1014
mp-557882,0
mp-557809,1.7743
mp-558257,4.4104
mp-558326,5.587
mp-559721,7.1135
mp-560153,2.815
mp-559852,2.3357
mp-561185,1.6243
mp-561288,0
mp-561290,4.7645
mp-567999,0
mp-562349,0.0141
mp-568861,1.4997
mp-569209,2.12739999999999
mp-570723,0
mp-570860,0
mp-571,0
mp-571084,1.58459999999999
mp-571163,0
mp-571296,0
mp-571637,1.3224
mp-615682,0
mp-625604,3.7298
mp-626062,2.0423
mp-626558,2.6828
mp-626701,1.7329
mp-631557,0
mp-636056,0
mp-637308,0
mp-6473,5.5216
mp-654109,0.4473
mp-675189,0.437199999999999
mp-675371,0
mp-6788,3.3136
mp-684426,0
mp-684654,1.18579999999999
mp-684663,0
mp-684970,0
mp-570707,0
mp-685007,0.213499999999999
mp-685100,0
mp-685632,0
mp-685798,0
mp-686232,0.5483
mp-686677,3.94
mp-694629,1.2035
mp-694890,1.4694
mp-695596,0
mp-705847,0
mp-708089,0.8025
mp-715035,0.8078
mp-736665,0.5335
mp-752541,1.3455
mp-751967,0
mp-752710,2.1429
mp-752876,0
mp-753115,2.1745
mp-753242,0.9221
mp-753460,3.8794
mp-753711,4.5064
mp-753913,0.942
mp-753931,2.7495
mp-753921,0
mp-754208,2.55329999999999
mp-754315,1.3403
mp-754478,3.43469999999999
mp-754710,3.6884
mp-754653,1.65859999999999
mp-756000,1.4254
mp-756290,3.63559999999999
mp-756277,3.6197
mp-757580,4.1469
mp-757875,0
mp-758464,3.0022
mp-758102,0.0448
mp-758552,2.2708
mp-758715,0.5166
mp-758629,0
mp-759598,1.74239999999999
mp-759335,0.0403
mp-759879,0.3952
mp-760167,1.6999
mp-761032,0
mp-761211,1.647
mp-764405,1.5388
mp-764740,0.1158
mp-764813,0
mp-765458,0.170299999999999
mp-766370,2.48259999999999
mp-767545,3.77949999999999
mp-767550,0.1857
mp-768461,0
mp-770662,0
mp-770954,1.2711
mp-771693,0
mp-772185,4.4135
mp-773242,0.808199999999999
mp-772633,4.038
mp-774433,0.1385
mp-774810,5.1867
mp-775773,0
mp-775824,1.6253
mp-777382,0.352999999999999
mp-777463,0.294699999999999
mp-780299,0
mp-778110,1.0415
mp-780308,0.424299999999999
mp-781106,0
mp-7839,0
mp-8191,2.7063
mp-8323,2.17009999999999
mp-850667,0.722499999999999
mp-850973,0.329899999999999
mp-862840,0
mp-865403,0
mp-865605,2.9549
mp-865917,0
mp-867936,0
mp-9596,0
mp-961670,0
mp-971706,0
mp-971724,0
mp-971941,0
mp-972400,0
mp-973824,0
mp-973779,0
mp-974658,0
mp-9747,4.5596
mp-975958,2.2296
mp-978652,0
mp-984554,0
mp-999298,0
mp-999338,0
mp-9870,2.691
mvc-12658,0
mvc-1257,0
mvc-3646,0
mvc-15135,0
mvc-4129,0
mp-1001021,0.3947
mvc-5466,0
mp-1001034,0.743199999999999
mp-1009751,0
mp-1018057,0
mp-1020711,5.2535
mp-1024,0
mp-10250,6.5716
mp-1026974,0.3741
mp-1030447,0.5118
mp-1030525,0
mp-1028748,0.589799999999999
mp-1038975,0
mp-1039609,2.4976
mp-1059907,0
mp-1061979,0
mp-1069296,0
mp-1071627,0
mp-1070321,0
mp-1072444,0
mp-1073136,0
mp-1073363,0
mp-1075421,0
mp-1075948,0
mp-1075505,0
mp-1075953,1.60249999999999
mp-1077553,2.4459
mp-1078123,0
mp-1078186,3.7635
mp-1078303,0.0727
mp-1079969,0
mp-1080121,0.0704
mp-1080850,0
mp-1080639,0.684899999999999
mp-10835,1.0894
mp-10901,0
mp-1093704,0.0717
mp-1094091,0.1524
mp-1094759,0
mp-1095528,0
mp-1093775,0
mp-1095731,1.0957
mp-1095824,0
mp-1095981,0
mp-1096993,0
mp-1097050,0.0779
mp-1097101,0
mp-1097466,0
mp-1097217,0
mp-1097648,0
mp-1098107,0
mp-1099267,0
mp-1099827,0
mp-1100625,0
mp-1101356,3.7466
mp-1101449,1.2261
mp-1101778,0
mp-1103514,0
mp-1103177,0.198999999999999
mp-1104408,0
mp-1111111,0.473599999999999
mp-1112421,2.2576
mp-1120815,0
mp-11313,0
mp-11364,0
mp-1147773,2.8333
mp-1173088,2.667
mp-1174097,1.31159999999999
mp-1176242,0
mp-1176742,0.2818
mp-1176763,0.6728
mp-1176955,0.5742
mp-1174288,1.14239999999999
mp-1177036,0.012
mp-1177125,1.76739999999999
mp-1177278,0
mp-1178128,0
mp-11786,0
mp-1179495,0
mp-1179853,0.246499999999999
mp-1181245,5.6946
mp-1181853,0
mp-1182433,0
mp-1184137,0
mp-1185229,0
mp-1184338,0
mp-1185314,0
mp-1185961,0
mp-1185543,0
mp-1185963,0
mp-1186187,0
mp-1186262,0
mp-1186074,0
mp-1186347,0
mp-1186409,0
mp-1186478,0
mp-1187081,0
mp-1186586,0
mp-1187421,2.7037
mp-1187378,0
mp-1187567,0
mp-1188984,0
mp-1189241,0
mp-1189615,0
mp-1189978,0
mp-1190152,1.4761
mp-1191216,0.5396
mp-1191360,2.3194
mp-1191491,0
mp-1191886,0.0087
mp-1192966,0
mp-1193073,0
mp-1193690,0
mp-1193593,0
mp-1194869,2.4078
mp-1195111,0.1641
mp-1196851,0.1128
mp-1197391,0.1003
mp-1197536,3.2822
mp-1197467,2.0219
mp-1197699,0
mp-1199293,0.0008
mp-1199607,0.686499999999999
mp-1199708,2.94179999999999
mp-1199851,0.7154
mp-1201079,0
mp-1201338,0.130199999999999
mp-1201692,2.0707
mp-1201941,0
mp-1202150,3.4785
mp-1202636,0
mp-1203184,1.3807
mp-1203258,0.0165
mp-1203533,2.2074
mp-1205313,0
mp-1205890,0
mp-1206366,0
mp-1206430,0
mp-1207536,0
mp-1207942,0.3534
mp-1208600,0
mp-1208785,0
mp-1209476,3.83479999999999
mp-1210694,0.367599999999999
mp-1211325,2.8653
mp-1212256,0
mp-1212538,0.0578
mp-1212794,0.6511
mp-1213468,0
mp-1213515,2.95059999999999
mp-1213526,0
mp-1213555,0
mp-1213977,0
mp-1214706,2.51299999999999
mp-1215821,0
mp-1216214,0
mp-1216241,0
mp-1216262,0.147599999999999
mp-1216617,0.292399999999999
mp-1216691,0
mp-1217052,0
mp-1217137,0
mp-1217166,0
mp-1217365,0
mp-1217416,0
mp-1217482,0
mp-1217524,0
mp-1217682,0
mp-1218353,2.0847
mp-1218466,0
mp-1219131,0
mp-1219225,0
mp-1219854,0
mp-1219914,2.0194
mp-1220058,0
mp-1220510,0
mp-1220766,0
mp-1221216,0
mp-1221321,3.992
mp-1222036,0
mp-1222753,0.9526
mp-1222883,0
mp-12231,2.92509999999999
mp-1223338,0.3539
mp-1223349,5.7095
mp-1223441,5.5626
mp-1224173,0
mp-1224604,1.7608
mp-1212883,0
mp-1225083,0
mp-1225183,0
mp-1225328,0
mp-1226000,0
mp-1226398,0
mp-1226458,0
mp-1226588,0
mp-1226947,0
mp-1226784,0
mp-1227111,4.398
mp-1227761,0
mp-1228045,3.5173
mp-1232148,0
mp-1232188,1.064
mp-1239173,0
mp-1239206,0
mp-1246034,0.5597
mp-1246054,0.0256
mp-1246060,1.6219
mp-1246146,0.8162
mp-1246292,0
mp-1246401,0.0169
mp-1246938,0
mp-1246864,0.2628
mp-1246943,0
mp-1247126,0
mp-1247376,0
mp-1247480,0.2824
mp-1249333,3.05599999999999
mp-1247663,0.1513
mp-1250699,0
mp-12797,5.57
mp-15572,0.9426
mp-16771,3.02769999999999
mp-16993,4.6505
mp-16904,1.40159999999999
mp-1726,0.7121
mp-17375,1.3295
mp-1731,0
mp-17438,5.6156
mp-18160,2.76269999999999
mp-18408,1.66459999999999
mp-17661,5.5876
mp-18455,2.95399999999999
mp-18532,2.15749999999999
mp-18576,0.6691
mp-19337,0
mp-19886,0.881199999999999
mp-19922,0
mp-2008,0.2855
mp-20146,0
mp-20408,0.113599999999999
mp-21844,0
mp-21596,0
mp-22173,1.7693
mp-22857,0.787199999999999
mp-22915,0.47
mp-23336,1.5002
mp-23366,0.6409
mp-23256,0.9011
mp-23821,2.1051
mp-25280,2.3688
mp-26413,0
mp-27962,1.3043
mp-27916,0.2407
mp-28112,2.9919
mp-28610,0
mp-2908,3.84799999999999
mp-29058,2.2173
mp-29747,2.20649999999999
mp-30176,0
mp-30725,0
mp-30811,0
mp-31121,4.476
mp-31418,1.50059999999999
mp-31355,0.7724
mp-3471,0
mp-31729,3.147
mp-35612,0
mp-36069,0
mp-3922,1.46
mp-4008,0.567899999999999
mp-4262,0
mp-42583,4.00139999999999
mp-4405,0.3843
mp-4413,0
mp-4805,2.04229999999999
mp-4770,4.9945
mp-504451,2.9004
mp-510381,0
mp-504772,0
mp-510611,0
mp-5167,0
mp-531409,0
mp-541361,1.7946
mp-541512,0
mp-541761,2.5151
mp-541830,0
mp-542783,3.5491
mp-550820,1.3677
mp-554921,1.3446
mp-554659,4.6242
mp-5556,0
mp-556173,2.2302
mp-556858,4.7341
mp-556383,3.2147
mp-556884,4.3692
mp-558674,4.1367
mp-558747,1.17719999999999
mp-558815,1.5836
mp-559873,4.708
mp-559142,5.2922
mp-559996,5.51239999999999
mp-560410,1.59399999999999
mp-560450,3.5649
mp-567210,0
mp-567299,4.5747
mp-568443,0.8491
mp-568727,0
mp-571053,0
mp-573282,0
mp-569308,1.4093
mp-579,0
mp-580744,0
mp-5839,0.0583
mp-611062,0
mp-623088,0.0026
mp-624117,2.275
mp-625445,5.8216
mp-625841,3.4705
mp-626720,4.2176
mp-631395,0
mp-631423,0
mp-644101,4.3583
mp-650996,1.069
mp-652025,0
mp-662566,4.4663
mp-675153,0
mp-674947,1.6647
mp-675488,2.3628
mp-676145,3.2341
mp-676666,2.4265
mp-677222,2.4054
mp-676950,2.4852
mp-680706,0
mp-703568,5.5549
mp-704944,1.5833
mp-7093,0
mp-736330,0.257099999999999
mp-752522,0
mp-752544,0.7917
mp-752795,0.108699999999999
mp-752800,1.86629999999999
mp-754294,0.2413
mp-754461,1.5839
mp-754622,0
mp-754809,0
mp-755168,0
mp-755907,0.526099999999999
mp-756369,1.5158
mp-756645,0
mp-757207,5.6236
mp-757671,0.117199999999999
mp-757928,2.4138
mp-758684,2.1116
mp-759291,0
mp-759296,0
mp-759385,1.26419999999999
mp-759454,0.468299999999999
mp-759931,0
mp-760070,1.13059999999999
mp-760276,0.5905
mp-760165,0.0419
mp-761041,2.7332
mp-761676,0
mp-761225,1.7982
mp-763186,1.093
mp-763609,0.7011
mp-763316,0
mp-763793,3.3624
mp-764058,1.63309999999999
mp-765507,2.3644
mp-765350,1.57779999999999
mp-765596,2.1571
mp-765779,0.1518
mp-766689,1.4912
mp-766935,0.8903
mp-768281,3.3127
mp-768361,0.0537
mp-770410,3.1478
mp-771975,0
mp-772661,2.9352
mp-772240,4.4505
mp-774261,0.1688
mp-774419,0
mp-7759,0
mp-774630,0
mp-776639,0.7364
mp-776968,0.0611
mp-776982,0.4749
mp-777763,0.4104
mp-778924,2.0896
mp-779526,0
mp-780639,3.2868
mp-7812,3.2912
mp-781603,3.0329
mp-783903,0
mp-781015,3.1375
mp-849053,0
mp-849937,0.0272
mp-862814,0
mp-862536,0
mp-8631,0
mp-865160,0
mp-865517,0
mp-865445,0
mp-866024,0
mp-866162,0
mp-866114,0
mp-866693,0
mp-9361,2.7481
mp-9564,1.2584
mp-961688,0
mp-972406,0
mp-977546,0
mp-973410,0
mp-979436,0
mp-981212,0
mp-980057,0.6964
mp-982869,0
mp-984682,0
mp-996162,0
mp-999448,1.8697
mvc-10555,0
mvc-13412,1.78629999999999
mvc-4503,2.9783
mvc-3981,0
mp-10059,0
mp-1008727,0
mp-1013710,0
mp-1001069,2.2955
mp-1017581,0
mp-1018850,0
mp-1019535,4.944
mp-1021514,3.15339999999999
mp-1027663,0.2611
mp-1029799,1.1978
mp-1030567,0.648999999999999
mp-1039737,3.77109999999999
mp-1065265,0.747699999999999
mp-10676,0
mp-1065583,0
mp-1069297,0
mp-1073308,0
mp-1073362,0
mp-1075792,0
mp-1078077,0
mp-1079278,0
mp-1079645,2.13009999999999
mp-1079843,0
mp-1079897,0
mp-10870,0
mp-1076197,0
mp-1093879,0
mp-1093929,0
mp-1094505,0
mp-1094901,0
mp-1095261,0
mp-1095956,0
mp-1096068,0
mp-1096241,0
mp-1096703,0.0926
mp-1097407,0
mp-1097775,0
mp-1098218,0
mp-1099106,0
mp-1099107,0
mp-1099745,0
mp-1099795,0
mp-1100330,1.71949999999999
mp-1100783,0
mp-1101596,0.157499999999999
mp-1102510,0
mp-1102716,0
mp-1102824,0.0439
mp-1103139,0
mp-1104974,0
mp-1105651,0
mp-1105702,0
mp-1111031,0
mp-1112430,2.5875
mp-1173104,2.8111
mp-1173427,4.1697
mp-1174057,1.2029
mp-1174696,1.302
mp-1175284,0.464999999999999
mp-1175851,0.165599999999999
mp-1176043,0
mp-1096123,0
mp-1177457,2.5402
mp-1178513,0.665099999999999
mp-1180718,3.4487
mp-1181521,0
mp-1180598,0.0406
mp-1181715,3.8654
mp-1182236,3.1641
mp-1182594,2.2376
mp-1183515,0
mp-1183894,0
mp-1184784,0
mp-1184233,0
mp-1185234,0
mp-1185293,0
mp-1185390,0
mp-1185771,0
mp-1186226,0
mp-1186496,0
mp-1186940,0
mp-1186578,0
mp-1187006,0
mp-1187695,0
mp-1187143,0
mp-1187913,0
mp-1189581,0
mp-1189706,0
mp-1190397,0
mp-1190421,1.0728
mp-1191379,0
mp-1192361,0
mp-1193179,0
mp-1193385,0
mp-1194268,0.331399999999999
mp-1194442,1.2639
mp-1194964,3.7257
mp-1195148,3.9589
mp-1195803,1.6501
mp-1197233,0
mp-1198038,5.6073
mp-1198332,0
mp-1198754,1.193
mp-1199144,0.639099999999999
mp-1199403,0.4039
mp-1199548,0
mp-1200015,0.0106
mp-1200569,3.7312
mp-1200390,2.7698
mp-1201694,2.6599
mp-1201741,0.0623
mp-1202388,4.9491
mp-1202996,0
mp-1203622,3.1032
mp-1204676,2.1239
mp-1204867,0
mp-1205140,0
mp-1205578,0
mp-1205644,0
mp-1205933,0
mp-1207530,0
mp-1207660,0
mp-1206751,0.0658
mp-1208020,0
mp-1208284,0
mp-1208724,0.1431
mp-1208748,3.5797
mp-1209306,0
mp-1209629,3.6246
mp-1210151,0.188499999999999
mp-1210288,1.3697
mp-1210661,0
mp-1211351,2.163
mp-1211395,6.2639
mp-1212443,0
mp-1212541,0
mp-1212776,1.2416
mp-1213717,3.533
mp-1214348,1.0713
mp-1215653,2.93159999999999
mp-1215918,0.0411
mp-1217047,0
mp-1217709,1.3076
mp-1217871,1.7127
mp-1218133,0
mp-1218225,0.368299999999999
mp-1218421,0
mp-1218456,1.4684
mp-1218924,0.426
mp-1219146,0
mp-1219293,5.2475
mp-1219705,0
mp-1220150,2.603
mp-1220485,1.1637
mp-1220494,0
mp-1221004,2.3986
mp-1221079,5.0581
mp-1221137,2.66739999999999
mp-1221478,1.1231
mp-1221799,0
mp-1222,0.3863
mp-1222307,0
mp-1222765,0
mp-1222858,0
mp-1223540,0
mp-1223868,0
mp-1224061,0
mp-1224785,0
mp-1224843,0
mp-1213086,0
mp-1224876,1.23999999999999
mp-1224884,0
mp-1225338,0
mp-1226019,0
mp-1226027,0
mp-1226295,0
mp-1225986,0.565899999999999
mp-1226346,0
mp-1226437,2.0703
mp-1226443,0.0054
mp-1227100,3.8588
mp-1226957,0
mp-1227168,0
mp-1227172,0
mp-1228720,0
mp-1229056,3.122
mp-1237,0
mp-1237948,0
mp-1244982,3.3465
mp-1245837,0.9964
mp-1245321,2.3578
mp-1245846,0
mp-1247845,0
mp-1247570,0.0771
mp-1247846,3.6163
mp-1254209,2.1386
mp-1256265,2.2021
mp-1264130,2.9423
mp-1265539,3.0776
mp-12672,0
mp-12876,0
mp-13099,2.2998
mp-13554,0
mp-13688,0
mp-14636,2.1942
mp-14665,5.65849999999999
mp-16560,1.0567
mp-16366,0
mp-16960,0
mp-17753,0
mp-1913,0
mp-19251,2.9924
mp-19497,3.9476
mp-20418,0
mp-20480,0
mp-20798,1.85509999999999
mp-20837,0
mp-21251,0
mp-21157,0
mp-21332,3.2842
mp-22272,0
mp-22282,0
mp-21532,3.7963
mp-22364,0
mp-22744,0
mp-23269,0
mp-23406,2.1813
mp-23514,1.88259999999999
mp-24026,4.1893
mp-24606,4.5333
mp-24741,3.84689999999999
mp-26039,1.1754
mp-26091,1.4979
mp-27843,2.347
mp-26345,0
mp-28174,1.6204
mp-2825,0
mp-28491,1.43979999999999
mp-28601,1.5583
mp-28861,0
mp-28740,0
mp-28908,0.231999999999999
mp-29203,0
mp-29934,2.8062
mp-2997,0
mp-2981,2.9347
mp-30053,5.1647
mp-30402,0
mp-31513,0
mp-32749,0
mp-34586,0
mp-4450,0
mp-4474,0
mp-4636,2.31669999999999
mp-505139,2.51749999999999
mp-510382,0
mp-531782,2.8918
mp-532789,0
mp-541240,3.7837
mp-541403,1.3544
mp-545735,0.141399999999999
mp-5468,5.893
mp-554120,1.6346
mp-554146,1.83429999999999
mp-554900,1.77739999999999
mp-555318,3.9449
mp-555853,0.748699999999999
mp-555933,4.3692
mp-556048,1.5314
mp-556609,2.2731
mp-557020,0
mp-557464,2.442
mp-557655,1.13929999999999
mp-557752,5.56439999999999
mp-558048,0
mp-558518,0
mp-559043,2.3093
mp-559878,0.3405
mp-559957,2.8768
mp-560498,5.6445
mp-560632,3.8215
mp-560774,1.3872
mp-560786,0.5026
mp-561112,4.156
mp-568937,4.04439999999999
mp-569487,0
mp-570223,2.12339999999999
mp-571065,0
mp-573755,1.29769999999999
mp-581864,1.5081
mp-530892,0
mp-583499,1.4291
mp-6094,4.5058
mp-6115,4.3516
mp-626392,2.8939
mp-631516,0
mp-634965,0
mp-643,4.46439999999999
mp-643659,0
mp-652200,2.0235
mp-675209,2.0704
mp-653287,2.94979999999999
mp-675614,1.5506
mp-676314,1.7773
mp-676580,0.4653
mp-676644,1.05099999999999
mp-676668,0.886399999999999
mp-680381,3.0939
mp-680547,0
mp-684056,0.0805
mp-684606,0
mp-684783,3.3829
mp-684805,0
mp-684944,0.4851
mp-694970,0
mp-686651,0
mp-697008,0.746699999999999
mp-695426,1.1953
mp-698392,0.237199999999999
mp-6988,0
mp-699558,3.3377
mp-705497,3.1938
mp-705563,0
mp-707231,4.2606
mp-707483,2.9733
mp-7142,0
mp-715457,0.358
mp-721713,1.24559999999999
mp-7337,5.3154
mp-743694,0
mp-746676,0
mp-7524,0
mp-752440,0
mp-752987,1.8497
mp-753044,0
mp-753108,0
mp-754240,4.051
mp-754244,1.4818
mp-754519,1.5462
mp-754670,2.4738
mp-755153,2.4281
mp-755427,1.81479999999999
mp-755547,2.4524
mp-755737,2.1915
mp-756147,1.4759
mp-756340,1.08899999999999
mp-756379,1.5171
mp-756764,1.7991
mp-758408,3.84879999999999
mp-758038,1.987
mp-758463,0.3165
mp-758519,2.3524
mp-758607,0.7026
mp-759165,0
mp-759160,2.2246
mp-759278,0.0933
mp-759285,3.0404
mp-759547,0.01
mp-759852,1.3409
mp-760126,1.0094
mp-760128,0
mp-760419,4.1324
mp-760747,0
mp-760952,0.4873
mp-763114,0.0744
mp-764379,1.3188
mp-764934,0
mp-765496,1.77139999999999
mp-768071,0.3482
mp-768426,2.638
mp-768963,3.34919999999999
mp-769060,0
mp-771329,2.5344
mp-771359,0
mp-772945,0.256399999999999
mp-772965,0.6267
mp-774717,2.40449999999999
mp-777326,0
mp-777355,3.5243
mp-777770,1.2857
mp-760307,3.0061
mp-778984,0
mp-780117,1.39039999999999
mp-780703,0.411399999999999
mp-813,0
mp-8263,2.8272
mp-849606,0.9245
