id,ehull
mp-1078780,0.012
mp-1078823,0.0
mp-1078830,0.174
mp-1078836,0.019
mp-1078845,0.266
mp-1078849,0.0
mp-1078908,0.0
mp-1078915,0.128
mp-1078918,0.005
mp-1078932,0.207
mp-1078933,0.07
mp-1078944,0.169
mp-1078965,0.0
mp-1078971,0.105
mp-1078973,0.0
mp-1078990,0.0
mp-1078999,0.0
mp-1079029,0.04
mp-1079034,0.013
mp-1079056,0.019
mp-1079080,0.0
mp-1079088,0.0
mp-1079101,0.195
mp-1079130,0.0
mp-1079149,0.0
mp-1079156,0.442
mp-1079159,0.203
mp-1079172,0.053
mp-1079201,0.886
mp-1079207,0.326
mp-1079228,0.06
mp-1079232,0.002
mp-1079248,0.036
mp-1079260,0.0
mp-1079264,0.004
mp-1079290,1.802
mp-1079297,0.074
mp-1079320,0.0
mp-1079321,0.009
mp-1079339,0.0
mp-1079416,0.036
mp-1079426,0.021
mp-1079429,0.035
mp-1079487,0.0
mp-1079513,0.0
mp-1079541,0.0
mp-1079543,0.164
mp-1079559,0.0
mp-1079569,0.511
mp-1079574,0.055
mp-1079583,0.0
mp-1079594,0.245
mp-10795,0.0
mp-1079600,0.0
mp-1079603,0.009
mp-1079609,0.006
mp-1079612,0.319
mp-1079620,0.104
mp-1079627,0.0
mp-1079630,0.0
mp-1079645,0.0
mp-1079647,0.0
mp-1079656,0.018
mp-1079663,0.474
mp-1079666,0.0
mp-1079670,0.009
mp-1079679,0.0
mp-1079684,0.966
mp-1079694,0.113
mp-10796,0.0
mp-1079705,0.0
mp-1079714,0.042
mp-1079718,0.0
mp-1079720,0.04
mp-1079726,0.0
mp-1079752,0.046
mp-1079758,0.0
mp-1079772,0.0
mp-1079778,0.003
mp-1079788,0.2
mp-1079836,0.068
mp-1079847,0.121
mp-1079864,0.35
mp-1079871,0.0
mp-1079882,0.037
mp-1079889,0.0
mp-1079891,0.0
mp-1079896,0.0
mp-1079898,1.221
mp-1079918,0.016
mp-1079940,0.034
mp-1079971,0.011
mp-1080028,0.017
mp-1080041,0.0
mp-1080045,0.0
mp-1080058,0.001
mp-1080119,0.016
mp-1080121,0.009
mp-1080131,0.0
mp-1080135,0.0
mp-1080140,0.046
mp-1080149,0.0
mp-1080233,0.013
mp-1080254,0.073
mp-1080271,0.072
mp-1080276,0.076
mp-10802,0.0
mp-1080432,0.438
mp-1080438,0.0
mp-1080439,0.016
mp-1080459,0.048
mp-1080467,0.009
mp-10804,0.003
mp-1080506,0.042
mp-1080575,0.006
mp-1080587,0.724
mp-1080614,0.0
mp-1080650,0.004
mp-1080659,0.776
mp-1080677,0.0
mp-1080691,0.0
mp-1080693,0.0
mp-1080719,0.017
mp-1080726,0.129
mp-1080747,0.0
mp-1080753,0.04
mp-1080771,0.0
mp-1080792,0.106
mp-1080812,0.011
mp-1080826,0.299
mp-10811,0.0
mp-10814,0.0
mp-10824,0.004
mp-10834,0.0
mp-10838,0.0
mp-1084762,0.054
mp-1084770,0.0
mp-1084771,0.157
mp-1084778,0.0
mp-1084785,0.066
mp-1084840,0.045
mp-10851,0.013
mp-1086652,0.0
mp-1086666,0.01
mp-1087215,0.002
mp-1087486,0.082
mp-1087504,0.0
mp-1087509,0.016
mp-1087532,0.0
mp-1087540,0.0
mp-1087,0.0
mp-10910,0.0
mp-1091371,0.091
mp-1091375,0.018
mp-1091384,0.0
mp-1091394,0.0
mp-10913,0.041
mp-1091416,0.018
mp-10918,0.056
mp-10919,0.0
mp-1092268,0.382
mp-10925,0.003
mp-10927,0.039
mp-10928,0.023
mp-10930,0.0
mp-10931,0.0
mp-10932,0.002
mp-10933,0.0
mp-10935,0.004
mp-1093991,0.0
mp-1093993,0.023
mp-1093994,0.169
mp-1093997,0.141
mp-1094008,0.095
mp-1094049,0.174
mp-1094056,0.07
mp-1094066,0.0
mp-1094068,0.405
mp-1094076,0.29
mp-1094088,0.0
mp-1094092,0.079
mp-1094112,0.207
mp-1094123,0.358
mp-10948,0.254
mp-1095026,0.034
mp-1095064,0.328
mp-1095079,0.011
mp-1095131,0.485
mp-1095151,0.0
mp-1095172,0.0
mp-1095176,0.065
mp-1095180,0.0
mp-1095181,0.575
mp-1095185,0.042
mp-1095187,0.081
mp-1095216,0.018
mp-1095223,0.0
mp-1095229,0.002
mp-1095230,0.019
mp-1095263,0.002
mp-1095269,0.096
mp-1095275,0.017
mp-1095278,0.0
mp-1095283,0.0
mp-1095287,0.0
mp-1095292,0.017
mp-1095294,0.022
mp-1095296,0.0
mp-10952,0.0
mp-1095302,0.0
mp-1095303,0.119
mp-1095315,0.021
mp-1095337,0.038
mp-1095339,0.343
mp-1095378,0.0
mp-1095397,0.01
mp-10953,0.0
mp-1095403,0.0
mp-1095420,0.019
mp-1095437,0.0
mp-1095440,0.0
mp-1095453,0.214
mp-1095454,0.037
mp-1095467,0.0
mp-1095481,0.156
mp-1095485,0.0
mp-1095493,0.0
mp-1095499,0.0
mp-1095506,0.067
mp-1095507,0.0
mp-1095520,0.0
mp-1095529,0.001
mp-1095534,1.121
mp-1095571,0.037
mp-1095584,0.005
mp-1095594,0.015
mp-1095595,0.003
mp-10955,0.0
mp-1095603,0.0
mp-1095614,0.0
mp-1095616,0.0
mp-1095618,0.215
mp-1095622,0.014
mp-1095625,0.0
mp-1095633,0.997
mp-1095634,0.0
mp-1095656,0.0
mp-1095694,0.049
mp-10960,0.0
mp-10963,0.0
mp-1096785,0.153
mp-1096787,0.116
mp-1096789,0.158
mp-1096795,0.015
mp-1096798,0.108
mp-10967,0.0
mp-1096804,0.121
mp-1096810,0.005
mp-1096814,0.111
mp-1096816,0.116
mp-1096820,0.085
mp-1096824,0.081
mp-1096825,0.115
mp-1096827,0.104
mp-1096836,0.056
mp-1096838,0.0
mp-1096845,0.034
mp-1096856,0.394
mp-1096860,0.036
mp-1096933,0.0
mp-1096940,0.646
mp-1096942,0.076
mp-1096944,0.251
mp-1096949,0.254
mp-1096971,0.0
mp-1096972,0.178
mp-1096976,0.085
mp-1096985,0.175
mp-1096986,0.062
mp-1096995,0.061
mp-10969,0.0
mp-1097000,0.083
mp-1097021,0.082
mp-1097061,0.018
mp-10970,0.0
mp-10971,0.003
mp-1097860,0.037
mp-1097884,0.481
mp-1097916,0.0
mp-10985,0.007
mp-1099591,0.142
mp-10996,0.0
mp-11000,0.031
mp-1100391,0.186
mp-1100395,0.021
mp-1100397,0.426
mp-1100401,0.383
mp-1100402,0.468
mp-1100405,0.0
mp-1100408,0.0
mp-1100412,0.194
mp-1100413,0.372
mp-1100414,0.124
mp-1100415,0.0
mp-1100420,0.266
mp-1100421,0.108
mp-1100431,0.448
mp-1100435,0.342
mp-1100439,0.85
mp-1100440,0.486
mp-1100443,0.182
mp-11006,0.0
mp-1100795,0.026
mp-11007,0.0
mp-1100873,0.041
mp-11008,0.0
mp-11009,0.091
mp-1100,0.061
mp-1101093,0.0
mp-11010,0.004
mp-1101151,0.004
mp-1101159,0.079
mp-1101173,0.091
mp-11011,0.003
mp-1101250,0.063
mp-1101265,0.076
mp-1101266,0.0
mp-1101269,0.028
mp-1101295,0.096
mp-11012,0.008
mp-1101301,0.0
mp-1101316,0.061
mp-1101327,0.0
mp-1101329,0.041
mp-1101339,0.106
mp-1101340,0.0
mp-1101341,0.035
mp-1101377,0.053
mp-1101379,0.058
mp-1101381,0.047
mp-1101383,0.074
mp-1101394,0.103
mp-1101397,0.0
mp-1101401,0.0
mp-1101405,0.016
mp-1101450,0.088
mp-1101455,0.084
mp-11014,0.005
mp-1101606,0.041
mp-1101653,0.006
mp-1101661,0.113
mp-1101682,0.001
mp-11016,0.088
mp-1101752,0.0
mp-1101755,0.0
mp-1101764,0.0
mp-1101765,0.0
mp-1101781,0.0
mp-1101793,0.0
mp-11017,0.099
mp-1101801,0.0
mp-1101828,0.0
mp-1101841,0.036
mp-1101862,0.001
mp-1101873,0.0
mp-1101885,0.0
mp-1101890,0.06
mp-1101894,0.0
mp-11018,0.087
mp-1101917,0.001
mp-1101933,0.044
mp-1101946,0.0
mp-1101971,0.0
mp-1101972,0.051
mp-1101981,0.003
mp-11019,0.0
mp-1102008,0.011
mp-1102021,0.08
mp-1102033,0.002
mp-1102052,0.0
mp-1102068,0.0
mp-1102075,0.0
mp-1102077,0.0
mp-1102079,0.0
mp-1102087,0.118
mp-11020,0.0
mp-1102129,0.0
mp-1102146,0.0
mp-1102208,0.122
mp-1102214,0.0
mp-1102227,0.017
mp-1102232,0.379
mp-1102254,0.0
mp-1102255,0.291
mp-1102285,0.004
mp-11022,0.0
mp-1102332,0.037
mp-1102384,0.027
mp-11023,0.012
mp-1102408,0.008
mp-1102429,0.415
mp-1102430,0.0
mp-1102432,0.051
mp-1102442,0.74
mp-1102443,0.011
mp-1102476,0.0
mp-1102486,0.0
mp-1102515,0.0
mp-1102516,0.423
mp-1102523,0.0
mp-1102531,0.0
mp-1102534,0.0
mp-1102536,0.0
mp-1102545,0.0
mp-1102571,0.044
mp-1102591,0.25
mp-11025,0.0
mp-1102654,0.041
mp-1102681,0.569
mp-1102717,0.003
mp-1102733,0.0
mp-1102743,0.006
mp-1102762,0.0
mp-1102791,0.483
mp-1102824,0.344
mp-1102830,0.0
mp-1102849,0.0
mp-1102857,0.0
mp-1102911,0.048
mp-1102924,0.022
mp-1102928,0.958
mp-1102937,0.043
mp-1102952,0.0
mp-1102959,0.0
mp-1102961,0.0
mp-1102977,0.005
mp-1102988,0.582
mp-1102,0.0
mp-1103006,0.251
mp-1103067,0.074
mp-1103091,0.0
mp-1103126,0.354
mp-1103149,0.04
mp-1103152,0.0
mp-1103169,0.001
mp-1103177,0.029
mp-1103194,0.002
mp-1103213,0.0
mp-1103217,0.0
mp-1103226,0.0
mp-1103228,0.0
mp-1103261,0.0
mp-1103275,0.0
mp-1103281,0.019
mp-1103295,0.003
mp-1103374,0.237
mp-1103379,0.0
mp-1103387,0.002
mp-1103389,0.01
mp-1103397,0.0
mp-1103398,0.0
mp-1103408,0.29
mp-1103410,0.05
mp-1103416,0.03
mp-1103427,0.237
mp-1103475,0.164
mp-1103502,0.083
mp-1103510,0.042
mp-1103520,0.0
mp-1103527,0.0
mp-1103539,0.0
mp-1103583,0.042
mp-1103592,0.053
mp-1103603,0.168
mp-1103648,0.476
mp-1103650,0.006
mp-1103651,0.0
mp-1103664,0.0
mp-1103685,0.0
mp-1103709,0.0
mp-1103722,0.0
mp-1103732,0.0
mp-1103744,0.0
mp-1103760,0.898
mp-1103799,0.033
mp-1103816,0.001
mp-1103823,0.046
mp-1103842,0.0
mp-1103846,0.007
mp-1103867,0.316
mp-1103888,0.083
mp-1103956,0.074
mp-1103982,0.003
mp-1103996,0.038
mp-1104024,0.0
mp-1104042,0.001
mp-1104046,0.005
mp-1104053,0.018
mp-1104061,0.283
mp-1104062,0.0
mp-1104073,0.31
mp-1104125,0.013
mp-1104130,0.0
mp-1104131,0.024
mp-1104135,0.0
mp-1104141,0.009
mp-1104166,0.007
mp-1104167,0.017
mp-1104171,0.004
mp-1104196,0.026
mp-1104235,0.089
mp-1104242,0.0
mp-1104268,0.0
mp-1104271,0.029
mp-1104357,0.133
mp-1104363,0.0
mp-1104378,0.006
mp-1104384,0.131
mp-1104411,0.0
mp-1104424,0.0
mp-1104440,0.128
mp-1104453,0.002
mp-1104460,0.315
mp-1104518,0.04
mp-1104560,0.026
mp-1104569,0.016
mp-1104599,0.103
mp-1104636,0.0
mp-1104663,0.0
mp-1104686,0.0
mp-1104707,0.0
mp-1104734,0.029
mp-1104810,0.013
mp-1104812,0.035
mp-1104833,0.549
mp-1104843,0.005
mp-1104849,0.225
mp-1104860,0.031
mp-1104872,0.001
mp-1104888,0.003
mp-1104926,0.0
mp-1105094,0.0
mp-1105095,0.0
mp-1105100,0.277
mp-1105141,0.0
mp-1105142,0.0
mp-1105170,0.009
mp-1105187,0.0
mp-1105189,0.001
mp-1105201,0.003
mp-1105202,0.0
mp-1105212,0.0
mp-1105213,0.0
mp-1105229,0.152
mp-1105235,0.0
mp-1105239,0.0
mp-1105248,0.0
mp-1105252,0.0
mp-1105268,0.0
mp-1105272,0.001
mp-1105273,0.01
mp-1105287,0.007
mp-1105293,0.068
mp-1105300,0.0
mp-1105302,0.0
mp-1105350,0.446
mp-1105368,0.0
mp-1105386,0.0
mp-1105400,0.0
mp-1105406,0.007
mp-1105409,0.015
mp-1105440,0.039
mp-1105449,0.0
mp-1105453,0.0
mp-1105496,0.0
mp-1105528,0.0
mp-1105530,0.016
mp-1105535,0.0
mp-1105549,0.0
mp-1105581,0.611
mp-1105593,0.015
mp-1105595,0.428
mp-1105614,0.0
mp-1105618,0.0
mp-1105645,0.075
mp-1105647,0.067
mp-1105681,0.05
mp-1105684,0.0
mp-1105692,0.0
mp-1105695,0.0
mp-1105696,0.0
mp-1105697,0.002
mp-1105700,0.0
mp-1105706,0.0
mp-1105715,0.0
mp-1105724,0.018
mp-1105728,0.0
mp-1105775,0.0
mp-1105779,0.33
mp-1105780,0.047
mp-1105790,0.004
mp-1105808,0.0
mp-1105827,0.0
mp-1105845,0.012
mp-1105868,0.012
mp-1105887,0.408
mp-1105890,0.01
mp-1105915,0.0
mp-1105917,0.108
mp-1105922,0.016
mp-1105931,0.0
mp-1105940,0.0
mp-1105944,0.077
mp-1105955,0.0
mp-1105968,0.047
mp-1105,0.0
mp-1106049,0.077
mp-1106051,0.0
mp-1106080,0.0
mp-1106089,0.0
mp-1106096,0.014
mp-1106127,0.006
mp-1106146,0.013
mp-1106156,0.0
mp-1106172,0.058
mp-1106227,0.0
mp-1106233,0.0
mp-1106265,0.002
mp-1106277,0.007
mp-1106282,0.355
mp-1106290,0.012
mp-1106292,0.455
mp-1106310,0.0
mp-1106356,0.0
mp-1106358,0.729
mp-1106381,0.0
mp-1106386,0.053
mp-1106389,0.003
mp-1106,0.0
mp-1110636,0.154
mp-11108,0.002
mp-1111000,0.073
mp-1111026,0.201
mp-1111036,0.039
mp-1111045,0.036
mp-1111047,0.158
mp-1111048,0.252
mp-1111050,0.046
mp-1111051,0.192
mp-1111052,0.214
mp-1111058,0.147
mp-1111060,0.171
mp-1111065,0.196
mp-1111079,0.011
mp-1111080,0.0
mp-1111082,0.155
mp-1111084,0.317
mp-1111088,0.281
mp-1111089,0.4
mp-1111092,0.24
mp-1111093,0.218
mp-1111101,0.086
mp-1111106,0.0
mp-1111108,0.0
mp-1111114,0.066
mp-1111144,0.051
mp-1111145,0.0
mp-11112,0.036
mp-1111333,0.091
mp-1111425,0.038
mp-1111481,0.084
mp-1111489,0.037
mp-11114,0.0
mp-1111501,0.024
mp-1111513,0.22
mp-1111520,0.252
mp-1111521,0.282
mp-1111526,0.289
mp-1111533,0.173
mp-1111535,0.125
mp-1111544,0.128
mp-1111567,0.054
mp-1111571,0.005
mp-1111575,0.085
mp-1111579,0.036
mp-1111587,0.058
mp-11115,0.0
mp-1111608,0.065
mp-1111612,0.054
mp-1111623,0.058
mp-1111631,0.074
mp-1111642,0.192
mp-1111650,0.041
mp-1111691,0.047
mp-1111698,0.208
mp-11116,0.0
mp-1111749,0.125
mp-1111758,0.167
mp-1111762,0.073
mp-1111763,0.098
mp-1111890,0.01
mp-11118,0.0
mp-1111907,0.037
mp-1111909,0.052
mp-1111912,0.08
mp-1111919,0.002
mp-1111940,0.063
mp-1111944,0.193
mp-1111945,0.061
mp-1111949,0.007
mp-1111950,0.0
mp-1111952,0.0
mp-1111954,0.0
mp-1111960,0.312
mp-1111970,0.0
mp-1111979,0.0
mp-1112014,0.01
mp-1112165,0.076
mp-1112179,0.086
mp-1112186,0.223
mp-1112188,0.057
mp-11121,0.0
mp-11122,0.0
mp-1112331,0.243
mp-11123,0.0
mp-1112402,0.018
mp-1112403,0.288
mp-1112420,0.172
mp-1112426,0.269
mp-1112431,0.231
mp-1112433,0.253
mp-1112441,0.085
mp-1112447,0.026
mp-1112449,0.136
mp-1112454,0.125
mp-1112462,0.077
mp-1112463,0.037
mp-1112467,0.0
mp-1112487,0.0
mp-1112535,0.032
mp-1112539,0.096
mp-1112546,0.125
mp-1112555,0.127
mp-1112556,0.102
mp-1112557,0.189
mp-1112558,0.154
mp-1112559,0.162
mp-1112561,0.076
mp-1112569,0.016
mp-1112570,0.009
mp-1112586,0.012
mp-1112591,0.085
mp-1112594,0.16
mp-1112595,0.12
mp-1112596,0.0
mp-1112611,0.105
mp-1112947,0.138
mp-1113099,0.085
mp-11131,0.0
mp-1113279,0.139
mp-1113290,0.254
mp-1113291,0.221
mp-11132,0.007
mp-1113309,0.082
mp-1113369,0.062
mp-1113422,0.14
mp-1113425,0.0
mp-1113433,0.103
mp-1113441,0.0
mp-1113446,0.152
mp-1113448,0.0
mp-1113454,0.151
mp-1113457,0.251
mp-1113501,0.109
mp-1113508,0.0
mp-1113517,0.0
mp-1113518,0.002
mp-1113525,0.257
mp-1113526,0.223
mp-1113529,0.22
mp-1113531,0.136
mp-1113579,0.0
mp-1113583,0.0
mp-1113588,0.0
mp-1113614,0.0
mp-1113622,0.066
mp-1113625,0.0
mp-1113679,0.078
mp-1113681,0.077
mp-1113749,0.064
mp-1113760,0.0
mp-1113798,0.017
mp-1113857,0.0
mp-1113876,0.0
mp-1113877,0.0
mp-1113880,0.077
mp-1113885,0.113
mp-1113887,0.195
mp-1113899,0.22
mp-1113946,0.267
mp-1113957,0.176
mp-1113960,0.164
mp-1113961,0.216
mp-1113968,0.355
mp-1113969,0.259
mp-1114030,0.185
mp-1114094,0.0
mp-1114156,0.0
mp-1114157,0.251
mp-1114282,0.102
mp-1114283,0.103
mp-1114330,0.041
mp-1114331,0.119
mp-1114333,0.007
mp-1114334,0.169
mp-1114343,0.0
mp-1114347,0.0
mp-1114365,0.0
mp-1114366,0.021
mp-1114374,0.0
mp-1114376,0.0
mp-1114386,0.017
mp-1114387,0.152
mp-1114394,0.037
mp-1114404,0.009
mp-1114452,0.034
mp-1114456,0.0
mp-1114468,0.0
mp-1114479,0.046
mp-1114482,0.0
mp-1114490,0.0
mp-1114640,0.0
mp-1114681,0.0
mp-1114684,0.012
mp-1114686,0.009
mp-1114689,0.0
mp-1114690,0.03
mp-1114693,0.02
mp-11147,0.0
mp-11152,0.0
mp-1115,0.0
mp-11166,0.0
mp-11168,0.0
mp-11175,0.0
mp-11183,0.0
mp-1118832,0.0
mp-11191,0.013
mp-1119334,0.061
mp-1119338,0.078
mp-1120727,0.101
mp-1120732,0.111
mp-1120735,0.1
mp-1120739,0.054
mp-1120743,0.873
mp-1120744,0.446
mp-1120780,0.006
mp-1120803,0.063
mp-1125,0.056
mp-11265,0.0
mp-11321,0.0
mp-11327,0.0
mp-11335,0.545
mp-11342,0.002
mp-11347,0.0
mp-1136,0.001
mp-1138,0.0
mp-11390,0.071
mp-1143,0.0
mp-1147547,0.051
mp-1147551,0.0
mp-1147586,0.045
mp-1147642,0.003
mp-1147745,0.105
mp-1147749,0.284
mp-11520,0.0
mp-1153,0.0
mp-1156,0.0
mp-11583,0.0
mp-11601,0.001
mp-11602,0.0
mp-11603,0.0
mp-11604,0.0
mp-11605,0.0
mp-11606,0.0
mp-11607,0.099
mp-11634,0.0
mp-11639,0.0
mp-11641,0.0
mp-11643,0.0
mp-11646,0.138
mp-11651,0.0
mp-11652,0.0
mp-11653,0.039
mp-11654,0.047
mp-11659,0.003
mp-11660,0.069
mp-11661,0.045
mp-11674,0.0
mp-11677,0.0
mp-1167,0.0
mp-11684,0.04
mp-11691,0.0
mp-11692,0.0
mp-11694,0.0
mp-11695,0.002
mp-11703,0.0
mp-11706,0.003
mp-11709,0.011
mp-1170,0.0
mp-11713,0.003
mp-11714,0.0
mp-11715,0.0
mp-11718,0.0
mp-11719,0.0
mp-11725,0.007
mp-1172825,0.256
mp-1172870,0.0
mp-1172873,0.126
mp-1172905,0.016
mp-1173043,0.024
mp-1173060,0.046
mp-1173065,0.011
mp-1173084,0.039
mp-1173360,0.895
mp-1173362,0.066
mp-1173387,0.052
mp-1173513,0.047
mp-1173559,0.03
mp-11737,0.017
mp-11738,0.0
mp-11740,0.0
mp-11742,0.0
mp-1175,0.0
mp-1176501,0.028
mp-11772,0.027
mp-11773,0.0
mp-1178133,0.0
mp-1178135,0.0
mp-1178141,0.0
mp-1178160,0.0
mp-1178161,0.003
mp-1178162,0.032
mp-1178172,0.072
mp-1178173,0.0
mp-1178197,0.028
mp-1178350,0.02
mp-1178355,0.0
mp-1178361,0.049
mp-1178362,0.0
mp-1178368,0.075
mp-1178380,0.006
mp-1178386,0.0
mp-1178397,0.031
mp-1178491,0.089
mp-1178513,0.001
mp-1178514,0.018
mp-1178547,0.039
mp-1178561,0.093
mp-1178562,0.002
mp-1178563,0.0
mp-1178576,0.031
mp-1178659,0.191
mp-1178789,0.023
mp-1178804,0.163
mp-1178826,0.128
mp-1178940,0.066
mp-1178948,0.029
mp-1179003,0.257
mp-1179062,0.091
mp-1179089,0.01
mp-1179094,0.044
mp-1179151,0.192
mp-1179173,0.06
mp-1179212,0.7
mp-1179236,0.065
mp-11792,0.0
mp-1179336,0.012
mp-1179339,0.451
mp-1179360,0.585
mp-1179409,0.781
mp-1179443,0.006
mp-11794,0.064
mp-1179500,0.242
mp-1179566,0.712
mp-1179622,0.532
mp-1179680,0.176
mp-1179716,0.527
mp-1179724,0.006
mp-1179734,0.0
mp-1179768,0.101
mp-1179835,0.326
mp-1179842,0.231
mp-1179866,0.0
mp-1179870,0.219
mp-1179886,0.071
mp-1179937,0.142
mp-1179985,0.252
mp-1179990,0.876
mp-1180036,0.03
mp-1180046,0.0
mp-1180050,0.769
mp-1180119,0.0
mp-1180133,0.0
mp-1180160,0.282
mp-1180168,0.245
mp-1180190,0.669
mp-1180240,0.683
mp-1180300,0.097
mp-1180473,0.256
mp-1180484,0.225
mp-1180659,0.0
mp-1180767,0.003
mp-1180782,0.003
mp-1180786,0.486
mp-1180805,0.379
mp-1181025,0.42
mp-1181027,0.365
mp-1181119,0.026
mp-1181188,0.004
mp-1181189,0.004
mp-1181198,0.048
mp-1181280,0.31
mp-1181421,0.218
mp-1181462,0.0
mp-1181480,0.1
mp-1181702,0.002
mp-1181785,0.088
mp-1181812,0.011
mp-1181848,0.157
mp-1181862,0.134
mp-1181891,0.356
mp-1181926,0.055
mp-1181929,0.129
mp-1181940,0.047
mp-1181994,0.669
mp-1182000,1.394
mp-1182001,0.037
mp-1182061,0.0
mp-1182086,0.018
mp-1182093,0.188
mp-1182102,0.028
mp-1182116,0.576
mp-1182130,1.694
mp-1182137,0.042
mp-1182139,0.285
mp-1182167,1.03
mp-1182222,0.251
mp-1182326,0.077
mp-1182336,1.179
mp-1182450,0.521
mp-1182477,0.0
mp-11824,0.0
mp-1182902,0.042
mp-1183042,0.0
mp-1183048,0.0
mp-1183134,0.32
mp-1183207,0.017
mp-1183211,1.014
mp-1183246,0.005
mp-1183269,0.011
mp-1183302,0.0
mp-1183429,1.102
mp-1183445,1.244
mp-1183454,0.008
mp-1183470,0.004
mp-1183496,0.583
mp-1183524,0.029
mp-1183681,0.58
mp-11836,0.0
mp-1183823,0.699
mp-1183931,0.007
mp-1183938,0.035
mp-1183955,0.0
mp-1183968,0.519
mp-1184046,0.003
mp-1184118,0.0
mp-1184150,0.186
mp-1184164,0.383
mp-1184176,0.006
mp-1184546,0.871
mp-1184550,0.442
mp-1184554,0.0
mp-1184563,0.766
mp-1184684,0.0
mp-1184708,0.033
mp-1184709,0.007
mp-1184754,0.008
mp-1184778,0.909
mp-1184997,0.009
mp-1185110,0.574
mp-1185485,0.255
mp-1185487,0.391
mp-1185488,0.467
mp-1185537,0.0
mp-1185546,0.001
mp-1185552,0.253
mp-1185576,0.0
mp-1186029,0.166
mp-1186075,0.022
mp-1186162,0.044
mp-1186316,0.425
mp-1186557,0.635
mp-1186597,0.479
mp-1186715,0.0
mp-1186865,0.646
mp-1186871,0.646
mp-1186980,0.559
mp-11869,0.0
mp-1186,0.0
mp-1187025,0.005
mp-1187086,0.015
mp-1187098,0.021
mp-1187158,0.015
mp-1187172,0.0
mp-1187178,0.012
mp-1187189,0.035
mp-1187260,0.171
mp-1187342,0.826
mp-1187515,0.126
mp-1187516,0.0
mp-1187557,0.629
mp-1187558,0.019
mp-11875,0.661
mp-1187759,0.435
mp-1187777,0.004
mp-1187886,0.021
mp-1187888,0.011
mp-1187892,0.0
mp-1188011,0.662
mp-1188089,0.0
mp-1188093,0.0
mp-1188095,0.007
mp-1188115,0.0
mp-1188121,0.0
mp-1188122,0.008
mp-1188133,0.0
mp-1188146,0.357
mp-1188155,0.013
mp-1188168,0.577
mp-1188199,0.0
mp-1188220,0.008
mp-1188254,0.412
mp-1188262,0.004
mp-1188269,0.571
mp-1188281,0.0
mp-1188304,0.004
mp-1188316,0.06
mp-1188323,0.024
mp-1188344,0.0
mp-1188346,0.082
mp-1188364,0.0
mp-1188388,0.0
mp-1188449,0.051
mp-1188465,0.0
mp-1188466,0.0
mp-1188532,0.032
mp-1188535,0.0
mp-1188547,0.0
mp-1188566,0.014
mp-1188581,0.138
mp-1188645,0.01
mp-1188648,0.0
mp-1188662,0.0
mp-1188666,0.0
mp-1188683,0.001
mp-1188687,0.0
mp-1188689,0.0
mp-1188700,0.0
mp-1188730,0.0
mp-1188828,0.346
mp-1188829,0.094
mp-1188841,0.0
mp-1188845,0.0
mp-1188875,0.053
mp-1188939,0.186
mp-1188957,0.054
mp-1188970,0.0
mp-1188981,0.0
mp-1189005,0.0
mp-1189018,0.008
mp-1189040,2.346
mp-1189051,0.0
mp-1189054,0.0
mp-1189069,0.0
mp-1189091,0.0
mp-1189095,0.592
mp-1189125,0.0
mp-1189135,0.0
mp-1189158,0.144
mp-1189177,0.021
mp-1189190,0.169
mp-1189199,0.0
mp-1189200,0.008
mp-1189209,0.0
mp-1189227,0.0
mp-1189258,0.0
mp-1189272,0.0
mp-1189305,0.0
mp-1189307,0.0
mp-1189310,0.0
mp-1189318,0.0
mp-1189356,0.003
mp-1189372,0.221
mp-1189376,0.0
mp-1189393,0.013
mp-11893,0.098
mp-1189427,2.42
mp-1189432,0.155
mp-1189434,0.0
mp-1189438,0.0
mp-1189460,0.013
mp-1189491,0.091
mp-1189520,0.0
mp-1189528,0.0
mp-1189564,0.032
mp-1189598,0.0
mp-1189633,0.001
mp-1189645,0.0
mp-1189708,0.001
mp-1189719,0.0
mp-1189729,0.011
mp-1189731,0.0
mp-1189739,0.016
mp-1189757,0.023
mp-1189791,0.0
mp-1189817,0.292
mp-1189850,0.21
mp-1189858,0.021
mp-1189860,0.011
mp-1189886,0.163
mp-1189914,0.0
mp-1189960,0.138
mp-1189962,0.0
mp-1189965,0.0
mp-1189979,0.306
mp-1189986,0.0
mp-1189989,1.656
mp-118,0.139
mp-1190015,0.017
mp-1190020,0.007
mp-1190093,0.0
mp-1190098,0.037
mp-1190111,0.0
mp-1190125,0.0
mp-1190132,0.017
mp-1190138,0.0
mp-1190141,0.0
mp-1190145,0.0
mp-1190151,0.0
mp-1190160,0.0
mp-1190181,0.0
mp-1190185,0.056
mp-1190186,0.019
mp-1190188,0.0
mp-1190190,0.023
mp-1190222,0.106
mp-1190228,0.031
mp-1190234,0.0
mp-1190242,0.099
mp-1190244,0.017
mp-1190246,0.0
mp-1190252,0.0
mp-11902,0.0
mp-1190311,0.045
mp-1190319,0.021
mp-1190320,0.048
mp-1190321,0.0
mp-1190323,0.0
mp-1190352,0.0
mp-1190360,0.015
mp-1190366,0.025
mp-1190370,0.0
mp-1190390,0.0
mp-1190394,0.067
mp-1190396,0.0
mp-1190401,0.0
mp-1190404,0.0
mp-1190406,0.015
mp-1190416,0.0
mp-1190417,0.016
mp-1190423,0.0
mp-1190436,0.012
mp-1190451,0.023
mp-1190454,0.0
mp-1190472,0.0
