id,ehull
mp-1190476,0.007
mp-1190487,0.0
mp-1190488,0.0
mp-1190498,0.0
mp-1190500,0.003
mp-1190516,0.0
mp-1190524,0.011
mp-1190527,0.0
mp-1190540,0.012
mp-1190543,0.0
mp-1190561,0.0
mp-1190562,0.117
mp-1190564,0.015
mp-1190566,0.0
mp-1190568,0.047
mp-1190571,0.114
mp-1190574,0.0
mp-1190577,0.04
mp-1190579,0.014
mp-1190588,0.0
mp-1190598,0.045
mp-1190623,0.002
mp-1190635,0.0
mp-1190663,0.0
mp-1190698,0.007
mp-1190699,0.009
mp-1190721,0.047
mp-1190726,0.0
mp-1190733,0.0
mp-1190750,0.0
mp-1190751,0.036
mp-1190757,0.052
mp-1190761,0.0
mp-1190767,0.166
mp-1190778,0.005
mp-1190822,0.0
mp-1190834,0.0
mp-1190839,0.0
mp-1190842,0.0
mp-1190864,0.0
mp-1190869,0.003
mp-1190898,0.0
mp-1190900,0.004
mp-1190901,0.002
mp-1190911,0.0
mp-1190915,0.0
mp-1190916,0.01
mp-1190927,0.063
mp-1190935,0.0
mp-1190949,0.0
mp-1190952,0.0
mp-1190956,0.564
mp-1190974,0.006
mp-1190981,0.04
mp-1190985,0.142
mp-1190994,0.0
mp-1190998,0.0
mp-1190,0.0
mp-1191008,0.05
mp-1191012,0.011
mp-1191021,0.004
mp-1191022,0.026
mp-1191034,0.028
mp-1191058,0.0
mp-1191071,0.516
mp-1191072,0.011
mp-1191092,0.031
mp-1191100,0.0
mp-1191111,0.0
mp-1191139,0.0
mp-1191155,0.0
mp-1191157,0.238
mp-1191175,0.083
mp-1191179,0.0
mp-1191189,0.0
mp-1191202,0.044
mp-1191203,0.0
mp-1191223,0.007
mp-1191230,0.168
mp-1191233,0.039
mp-1191234,0.019
mp-1191238,0.011
mp-1191240,0.0
mp-1191245,0.0
mp-1191256,0.017
mp-1191266,0.0
mp-1191267,0.026
mp-1191299,0.028
mp-1191326,0.018
mp-1191333,0.0
mp-1191340,0.019
mp-1191341,0.0
mp-1191360,0.0
mp-1191371,0.0
mp-1191378,0.0
mp-1191389,0.046
mp-1191459,0.0
mp-1191472,0.0
mp-1191473,0.047
mp-1191502,0.0
mp-1191513,0.0
mp-1191543,0.0
mp-1191554,0.348
mp-1191565,0.0
mp-1191571,0.0
mp-1191596,0.0
mp-1191597,0.0
mp-1191613,0.0
mp-1191636,0.0
mp-1191667,0.0
mp-1191673,0.0
mp-1191720,0.042
mp-1191736,0.039
mp-1191750,0.042
mp-1191763,0.003
mp-11917,0.0
mp-1191803,0.005
mp-1191834,0.0
mp-1191849,0.014
mp-1191868,0.277
mp-1191888,0.068
mp-11918,0.0
mp-1191906,0.166
mp-1191911,0.056
mp-1191914,0.039
mp-1191931,0.0
mp-1191944,0.0
mp-1191962,0.004
mp-1191972,0.083
mp-1191974,0.003
mp-1191976,0.031
mp-1191979,0.002
mp-1191996,0.029
mp-11919,0.0
mp-1192000,0.026
mp-1192007,0.208
mp-1192032,0.037
mp-1192039,0.005
mp-1192040,0.0
mp-1192057,0.0
mp-1192065,0.0
mp-1192089,0.0
mp-1192091,0.0
mp-1192129,0.0
mp-1192137,0.0
mp-1192144,0.0
mp-1192180,0.0
mp-1192184,0.062
mp-1192185,0.0
mp-1192188,0.0
mp-1192196,0.025
mp-1192203,0.014
mp-1192209,0.0
mp-1192213,0.561
mp-1192231,0.0
mp-1192238,0.003
mp-1192267,0.0
mp-1192275,0.004
mp-1192277,0.487
mp-1192338,0.0
mp-1192345,0.012
mp-1192352,0.0
mp-1192364,0.0
mp-1192367,0.002
mp-1192370,0.0
mp-1192384,0.035
mp-11923,0.0
mp-1192403,0.0
mp-1192433,0.0
mp-1192451,0.039
mp-1192490,0.0
mp-1192492,0.0
mp-11924,0.0
mp-1192521,0.0
mp-1192530,0.0
mp-1192531,0.001
mp-1192532,0.04
mp-1192543,0.0
mp-1192544,0.0
mp-1192552,0.004
mp-1192562,0.004
mp-1192572,0.0
mp-1192576,0.043
mp-1192583,0.005
mp-1192584,0.0
mp-11925,0.0
mp-1192640,0.0
mp-1192642,0.0
mp-1192649,1.133
mp-1192658,0.021
mp-1192672,0.0
mp-1192701,0.0
mp-1192724,0.0
mp-1192732,0.001
mp-1192733,0.0
mp-1192743,0.0
mp-1192751,0.0
mp-1192770,0.0
mp-1192772,0.001
mp-1192811,0.009
mp-1192835,0.0
mp-1192905,0.003
mp-1192921,0.321
mp-1192970,0.0
mp-1192997,0.0
mp-1193007,0.012
mp-1193015,0.0
mp-1193049,0.0
mp-1193056,0.0
mp-1193109,0.0
mp-1193226,0.03
mp-1193289,0.081
mp-1193408,0.0
mp-1193413,0.101
mp-1193434,0.19
mp-1193554,0.0
mp-1193567,0.0
mp-1193594,0.0
mp-1193607,0.045
mp-1193616,0.257
mp-1193688,0.177
mp-1193724,0.0
mp-1193746,0.0
mp-1193772,0.014
mp-1193866,0.086
mp-1193901,0.0
mp-1193926,0.02
mp-1194043,0.0
mp-1194049,0.0
mp-1194079,0.003
mp-1194087,0.004
mp-1194158,0.0
mp-1194208,0.18
mp-1194260,0.203
mp-1194272,0.006
mp-1194285,0.017
mp-1194338,0.0
mp-1194343,0.0
mp-1194399,0.009
mp-1194412,0.0
mp-1194494,0.035
mp-1195050,0.0
mp-11980,0.0
mp-11982,0.0
mp-12010,0.0
mp-12011,0.0
mp-12012,0.0
mp-12015,0.0
mp-12016,0.0
mp-1201,0.0
mp-12021,0.0
mp-12022,0.072
mp-12027,0.024
mp-1205297,0.005
mp-1205304,0.0
mp-1205316,0.0
mp-1205321,0.042
mp-1205322,0.056
mp-1205330,0.001
mp-1205332,0.064
mp-1205333,0.002
mp-1205335,0.014
mp-1205337,0.0
mp-1205338,0.0
mp-1205339,0.0
mp-1205342,0.0
mp-1205344,0.0
mp-1205352,0.0
mp-1205354,0.0
mp-1205356,0.182
mp-1205362,0.072
mp-1205363,0.0
mp-1205364,0.013
mp-1205366,0.0
mp-1205371,0.013
mp-1205378,0.001
mp-1205388,0.0
mp-1205391,0.0
mp-1205392,0.001
mp-1205397,0.007
mp-1205400,0.006
mp-1205404,0.321
mp-1205419,0.01
mp-1205460,0.164
mp-1205483,0.0
mp-1205495,0.049
mp-1205512,0.0
mp-1205541,0.0
mp-1205553,0.0
mp-1205554,0.0
mp-1205574,0.0
mp-1205591,0.085
mp-1205596,0.012
mp-1205600,0.0
mp-1205650,0.0
mp-1205663,0.045
mp-1205668,0.11
mp-1205670,0.016
mp-1205677,0.009
mp-1205684,0.008
mp-1205686,0.0
mp-1205687,0.148
mp-1205736,0.113
mp-1205743,0.039
mp-1205760,0.048
mp-1205803,0.0
mp-1205806,0.108
mp-1205823,0.0
mp-1205833,0.0
mp-1205877,0.0
mp-1205934,0.0
mp-1205960,0.031
mp-1205964,0.0
mp-1206029,0.0
mp-1206039,0.018
mp-1206058,0.0
mp-1206067,0.174
mp-1206068,0.003
mp-1206095,0.0
mp-1206097,0.0
mp-1206152,0.003
mp-1206230,0.0
mp-1206237,0.003
mp-1206278,0.0
mp-1206323,0.05
mp-1206350,0.0
mp-1206353,0.008
mp-1206388,0.454
mp-1206435,0.0
mp-1206466,0.0
mp-1206487,0.0
mp-1206497,0.0
mp-1206516,0.0
mp-1206517,0.116
mp-1206536,0.0
mp-1206641,0.0
mp-1206644,0.0
mp-1206667,0.0
mp-1206681,0.0
mp-1206682,0.0
mp-1206683,0.334
mp-1206686,0.0
mp-1206712,0.0
mp-1206723,0.105
mp-1206729,0.071
mp-1206737,0.045
mp-1206742,0.0
mp-1206803,0.0
mp-1206825,0.0
mp-1206843,0.0
mp-1206851,0.014
mp-1206859,0.0
mp-1206878,0.0
mp-1206894,0.0
mp-1206912,0.0
mp-1206955,0.447
mp-1207064,0.0
mp-1207065,0.002
mp-1207080,0.0
mp-1207095,0.0
mp-1207108,0.0
mp-1207110,0.007
mp-1207114,0.007
mp-1207116,0.124
mp-1207118,0.0
mp-1207136,0.387
mp-1207139,0.008
mp-1207186,0.0
mp-1207192,0.0
mp-1207196,0.0
mp-1207215,0.132
mp-1207388,0.032
mp-1207551,0.0
mp-1207607,0.008
mp-1207611,0.328
mp-1207695,0.346
mp-1208162,0.0
mp-1208330,0.298
mp-1208643,0.0
mp-1208736,0.003
mp-12087,0.094
mp-1208835,0.01
mp-1209047,0.041
mp-1209191,0.038
mp-1209227,0.024
mp-1209868,0.0
mp-1209896,0.186
mp-1210823,0.352
mp-1211589,0.046
mp-1212158,0.015
mp-1212974,0.323
mp-1213642,0.013
mp-1214573,0.0
mp-1215189,0.033
mp-1215197,0.064
mp-1215294,0.028
mp-1215297,0.033
mp-1215309,0.03
mp-1215406,0.024
mp-1215411,0.004
mp-1215422,0.476
mp-1215424,0.028
mp-1215429,0.004
mp-1215430,0.011
mp-1215439,0.031
mp-1215445,0.025
mp-1215446,0.014
mp-1215447,0.04
mp-1215466,0.034
mp-1215475,0.034
mp-1215486,0.026
mp-1215505,0.054
mp-1215513,0.028
mp-1215520,0.118
mp-1215558,0.0
mp-1215562,0.037
mp-1215565,0.004
mp-1215577,0.0
mp-1215580,0.015
mp-1215593,0.009
mp-1215597,0.025
mp-1215607,0.053
mp-1215622,0.021
mp-1215629,0.0
mp-1215632,0.013
mp-1215668,0.019
mp-1215670,0.017
mp-1215688,0.02
mp-1215694,0.017
mp-1215696,0.005
mp-1215705,0.0
mp-1215740,0.013
mp-1215742,1.216
mp-1215773,0.072
mp-1215792,0.01
mp-1215816,0.006
mp-1215853,0.007
mp-1215856,0.011
mp-1215857,0.012
mp-1215860,0.004
mp-1215863,0.009
mp-1215898,0.057
mp-1215907,0.018
mp-1215909,0.077
mp-1215918,0.064
mp-1215930,0.026
mp-1215941,0.007
mp-1216049,0.023
mp-1216050,0.264
mp-1216058,0.0
mp-1216069,0.043
mp-1216119,0.569
mp-1216303,0.052
mp-1216358,0.003
mp-1216363,0.0
mp-1216381,0.002
mp-1216423,0.0
mp-1216540,0.038
mp-1216543,0.001
mp-1216550,0.01
mp-1216554,0.0
mp-1216567,0.04
mp-1216569,0.05
mp-1216570,0.021
mp-1216578,0.023
mp-1216585,0.049
mp-1216586,0.0
mp-1216588,0.0
mp-1216591,0.023
mp-1216592,0.035
mp-1216619,0.046
mp-1216625,0.048
mp-1216649,0.037
mp-1216730,0.148
mp-1216754,0.016
mp-1216787,0.031
mp-1216790,0.015
mp-1216860,0.042
mp-1216,0.0
mp-1217030,0.099
mp-1217120,0.0
mp-1217194,0.108
mp-1217269,0.0
mp-1217286,0.083
mp-1217291,0.007
mp-1217293,0.028
mp-1217312,0.102
mp-1217314,0.019
mp-1217319,0.098
mp-1217322,0.0
mp-1217371,0.018
mp-1217374,0.096
mp-1217378,0.0
mp-1217412,0.052
mp-1217421,0.017
mp-1217453,0.0
mp-1217576,0.026
mp-1217673,0.245
mp-1217684,0.0
mp-1217759,0.064
mp-1217761,0.038
mp-1217766,0.082
mp-12177,0.0
mp-1217825,0.0
mp-1217888,0.07
mp-1217907,0.064
mp-1217962,0.027
mp-1217963,0.006
mp-1217978,0.057
mp-1217996,0.0
mp-1218001,0.11
mp-1218019,0.01
mp-1218020,0.088
mp-1218031,0.006
mp-1218032,0.0
mp-1218095,0.059
mp-12180,0.0
mp-1218149,0.071
mp-1218150,0.011
mp-1218151,0.019
mp-12181,0.0
mp-1218330,0.029
mp-1218367,0.013
mp-1218370,0.032
mp-1218371,0.006
mp-1218377,0.012
mp-1218378,0.004
mp-1218382,0.0
mp-1218383,0.001
mp-1218385,0.012
mp-1218389,0.007
mp-1218560,0.0
mp-1218704,0.01
mp-1218707,0.006
mp-1218739,0.014
mp-1218835,0.009
mp-1218887,0.05
mp-1218892,0.013
mp-1218912,0.016
mp-1218915,0.006
mp-1218924,0.003
mp-1218938,0.004
mp-1218951,0.014
mp-1218952,0.025
mp-1218960,0.009
mp-1218966,0.011
mp-1218973,0.037
mp-1218976,0.02
mp-1218979,0.043
mp-1218982,0.0
mp-1218991,0.0
mp-1219000,0.019
mp-1219016,0.006
mp-1219075,0.035
mp-1219167,0.216
mp-1219182,0.06
mp-1219203,0.01
mp-1219220,0.016
mp-1219249,0.005
mp-1219252,0.002
mp-1219254,0.298
mp-1219274,0.0
mp-1219281,0.146
mp-1219284,0.044
mp-1219286,0.04
mp-1219306,0.873
mp-1219312,0.014
mp-1219383,0.415
mp-1219395,0.028
mp-1219396,0.036
mp-1219443,0.109
mp-1219447,0.047
mp-1219475,0.032
mp-1219502,0.066
mp-1219553,0.0
mp-1219559,0.0
mp-1219568,0.0
mp-1219593,0.044
mp-1219604,0.143
mp-1219640,0.007
mp-1219643,0.006
mp-1219649,0.0
mp-1219679,0.005
mp-1219712,0.027
mp-1219720,0.021
mp-1219728,0.031
mp-1219732,0.019
mp-1219736,0.052
mp-1219748,0.044
mp-1219926,0.004
mp-1219943,0.012
mp-1219960,0.004
mp-1219970,0.006
mp-1220195,0.015
mp-1220314,0.106
mp-1220373,0.086
mp-1220387,0.074
mp-1220452,0.0
mp-1220682,0.001
mp-1220690,0.039
mp-1220698,0.092
mp-1220708,0.001
mp-1220820,0.0
mp-1220821,0.0
mp-1220867,0.0
mp-1220873,0.117
mp-1220874,0.081
mp-1220875,0.089
mp-1220879,0.0
mp-1220883,0.0
mp-1220903,0.017
mp-1220912,0.0
mp-1220963,0.096
mp-1220986,0.011
mp-1221036,0.002
mp-1221066,0.097
mp-1221097,0.095
mp-1221101,0.0
mp-1221102,0.0
mp-1221122,0.097
mp-1221125,0.0
mp-1221137,0.004
mp-1221139,0.01
mp-1221144,0.198
mp-1221205,0.563
mp-1221224,0.004
mp-1221225,0.009
mp-1221267,0.0
mp-1221355,0.001
mp-1221375,0.198
mp-1221385,0.006
mp-1221402,0.125
mp-1221404,0.011
mp-1221436,0.0
mp-1221485,0.007
mp-12221,0.0
mp-1222253,0.027
mp-1222283,0.0
mp-1222293,0.022
mp-1222450,0.084
mp-1222,0.013
mp-1223207,0.043
mp-1223210,0.148
mp-1223218,0.128
mp-1223307,0.076
mp-1223311,0.003
mp-1223313,0.019
mp-1223363,0.024
mp-1223364,0.016
mp-1223386,0.049
mp-1223393,0.015
mp-1223433,0.261
mp-1223439,0.246
mp-1223443,0.0
mp-1223446,0.006
mp-1223461,0.247
mp-1223463,0.011
mp-1223473,0.004
mp-1223490,0.126
mp-1223509,0.024
mp-1223642,0.039
mp-1223648,0.003
mp-1223660,0.077
mp-1223664,0.009
mp-1223732,0.005
mp-1223790,0.003
mp-1223791,0.032
mp-1223800,0.003
mp-1223810,0.03
mp-1223812,0.018
mp-1223815,0.008
mp-1223818,0.017
mp-1223822,0.01
mp-1223827,0.091
mp-1223831,0.02
mp-1223837,0.008
mp-1223840,0.021
mp-1223842,0.025
mp-1223843,0.024
mp-1223847,0.002
mp-1223852,0.001
mp-1223857,0.026
mp-1223861,0.003
mp-1223867,0.005
mp-1223873,0.01
mp-1223879,0.06
mp-1223888,0.001
mp-1223893,0.0
mp-1223900,0.005
mp-1223904,0.263
mp-1223909,0.024
mp-1223911,0.001
mp-1223913,0.004
mp-1223929,0.0
mp-1223956,0.0
mp-1223967,0.017
mp-1223974,0.009
mp-1224007,0.022
mp-1224081,0.05
mp-12240,0.0
mp-1224121,0.004
mp-1224129,0.005
mp-1224147,0.004
mp-1224187,0.017
mp-1224202,0.071
mp-1224210,0.0
mp-1224305,0.048
mp-1224318,0.08
mp-1224326,0.031
mp-1224336,0.025
mp-1224348,0.011
mp-1224350,0.007
mp-1224368,0.027
mp-1224376,0.006
mp-1224381,0.092
mp-1224387,0.613
mp-12243,0.004
mp-1224418,0.029
mp-1224442,0.026
mp-1224448,0.042
mp-12244,0.0
mp-12245,0.0
mp-1224786,0.0
mp-1224789,0.016
mp-1224796,0.004
mp-1224809,0.011
mp-1224814,0.013
mp-1224820,0.006
mp-1224837,0.01
mp-1224839,0.012
mp-1224845,0.008
mp-1224848,0.0
mp-1224849,0.01
mp-1224851,0.0
mp-1224853,0.014
mp-1224861,0.006
mp-1224864,0.005
mp-1224876,0.002
mp-1224894,0.0
mp-1224922,0.004
mp-1224952,0.033
mp-1224994,0.021
mp-1224,0.0
mp-1225053,0.018
mp-1225275,0.254
mp-1225289,0.0
mp-1225301,0.019
mp-1225396,0.0
mp-1225475,0.01
mp-1225508,0.062
mp-1225516,0.03
mp-1225522,0.053
mp-1225541,0.0
mp-1225547,0.022
mp-1225550,0.029
mp-1225560,0.136
mp-1225567,0.125
mp-1225654,0.004
mp-1225692,0.184
mp-1225697,0.16
mp-1225710,0.183
mp-1225725,0.155
mp-1225798,0.186
mp-1225835,0.044
mp-1225884,0.0
mp-1225893,0.017
mp-1225916,0.0
mp-1225993,0.062
mp-1226003,0.0
mp-1226138,0.0
mp-1226161,0.051
mp-1226274,0.068
mp-1226283,0.727
mp-12262,0.0
mp-12263,0.004
mp-1226730,0.0
mp-1226733,0.006
mp-1226742,0.017
mp-1226753,0.032
mp-1226754,0.034
mp-1226758,0.035
mp-1226761,0.079
mp-1226788,0.009
mp-1226877,0.041
mp-1226891,0.0
mp-1226939,0.021
mp-1226940,0.021
mp-1226950,0.052
mp-1226952,0.012
mp-1226958,0.067
mp-1226962,0.026
mp-1226964,0.046
mp-1226967,0.003
mp-1226968,0.014
mp-1226972,0.049
mp-1226974,0.085
mp-1227001,0.02
mp-1227007,0.137
mp-1227031,0.031
mp-1227041,0.009
mp-1227044,0.043
mp-1227052,0.021
mp-1227058,0.037
mp-1227060,0.011
mp-1227079,0.035
mp-1227112,0.014
mp-12271,0.0
mp-1227206,0.01
mp-1227235,0.084
mp-1227236,0.003
mp-1227238,0.0
mp-1227260,0.094
mp-1227290,0.0
mp-1227303,0.032
mp-1227309,0.166
mp-1227311,0.026
mp-1227316,0.058
mp-1227319,0.0
mp-1227328,0.029
mp-1227329,0.0
mp-1227332,0.01
mp-1227335,0.052
mp-1227336,0.009
mp-1227338,0.086
mp-1227340,0.004
mp-1227356,0.003
mp-1227367,0.042
mp-1227377,0.016
mp-1227380,0.01
mp-1227385,0.01
mp-1227387,0.01
mp-1227389,0.0
mp-1227398,0.026
mp-1227401,0.011
mp-1227407,0.076
mp-1227408,0.007
mp-1227412,0.035
mp-1227424,0.02
mp-1227442,0.0
mp-1227444,0.0
mp-1227457,0.133
mp-1227492,0.151
mp-1227631,0.003
mp-1227642,0.04
mp-1227645,0.015
mp-1227677,0.012
mp-1227701,0.014
mp-1227733,0.058
mp-1227736,0.028
mp-1227742,0.024
mp-12277,0.0
mp-1227810,0.017
mp-1227813,0.09
mp-1227835,0.029
mp-1227937,0.099
mp-1227965,0.092
mp-1227982,0.049
mp-1227998,0.037
mp-1228030,0.0
mp-1228067,0.0
mp-1228308,0.073
mp-1228310,0.004
mp-1228339,0.176
mp-1228340,0.312
mp-1228342,0.0
mp-1228360,0.0
mp-1228367,0.007
mp-1228369,0.151
mp-1228382,0.066
mp-1228384,0.02
mp-1228436,0.005
mp-1228438,0.06
mp-1228446,0.0
mp-1228454,0.048
mp-1228455,0.052
mp-1228487,0.058
mp-1228621,0.253
mp-1228638,0.462
mp-12286,0.0
mp-1228809,0.0
mp-1228817,0.0
mp-1228846,0.337
mp-1228866,0.028
mp-1228888,0.004
mp-1228890,0.006
mp-1228891,0.007
mp-1228894,0.009
mp-1228895,0.012
mp-1228917,0.019
mp-1228925,0.022
mp-1228926,0.002
mp-1228935,0.002
mp-1228943,0.005
mp-1228950,0.001
mp-1228951,0.145
mp-1228953,0.007
mp-1228963,0.0
mp-1229019,0.057
mp-1229027,0.0
mp-1229046,0.005
mp-1229064,0.061
mp-1229076,0.313
mp-1229081,0.077
mp-1229090,0.072
mp-1229101,0.026
mp-1229102,0.102
mp-1229121,0.037
mp-1229122,0.0
mp-1229130,0.054
mp-1229287,0.196
mp-12309,0.0
mp-12315,0.0
mp-12317,0.0
mp-1232213,0.017
mp-12326,0.017
mp-12334,0.469
mp-12341,0.0
mp-12342,0.0
mp-12343,0.0
mp-12350,0.134
mp-12355,0.0
mp-12362,0.004
mp-12368,0.094
mp-1237057,0.035
mp-12372,0.026
mp-12384,0.0
mp-12385,0.0
mp-1238775,0.031
mp-1238961,0.01
mp-1239169,0.303
mp-1239395,0.175
mp-1239429,0.24
mp-1239468,0.242
mp-12403,0.0
mp-12411,0.017
mp-12418,0.0
mp-12427,0.0
mp-12431,0.0
mp-12433,0.064
mp-1243,0.03
mp-12441,0.059
mp-12442,0.0
mp-12444,0.0
mp-1244523,0.083
mp-1244530,0.071
mp-1244565,0.27
mp-1244566,0.15
mp-1244573,0.213
mp-1244584,0.215
mp-1244777,0.131
mp-1244793,0.125
mp-1244,0.013
mp-12453,0.0
mp-12455,0.0
mp-12457,0.004
mp-1247,0.0
mp-12485,0.026
mp-12487,0.0
mp-12488,0.0
mp-12490,0.0
mp-12492,0.0
mp-12494,0.0
mp-12495,0.0
mp-12496,0.0
mp-12497,0.0
mp-1249,0.0
mp-1250003,0.524
mp-12509,0.0
mp-1251059,0.079
mp-12516,0.0
mp-1252545,0.186
mp-12525,0.011
mp-1253073,0.043
mp-12532,0.0
mp-1253395,0.131
mp-12535,0.0
mp-1253,0.0
mp-12620,0.01
mp-12621,0.071
mp-12622,0.0
mp-12623,0.0
mp-1262600,0.01
mp-12626,0.003
mp-12630,0.002
mp-1263325,0.054
mp-12645,0.0
mp-1265,0.0
mp-1266335,0.058
mp-12668,0.0
mp-12669,0.0
mp-1266,0.0
mp-12670,0.0
mp-12671,0.0
mp-12673,0.0
mp-1267,0.231
mp-1270,0.0
mp-12779,0.006
mp-12787,0.01
mp-12803,0.0
mp-12807,0.004
mp-12814,0.0
mp-12829,0.0
mp-12855,0.0
mp-1285,0.0
mp-12860,0.056
mp-12862,0.01
mp-12866,0.006
mp-12867,0.011
mp-12878,0.0
mp-1287,0.0
mp-12883,0.139
mp-12885,0.0
mp-1288,0.045
mp-12894,0.0
mp-12902,0.0
mp-12903,0.0
mp-12904,0.0
mp-12908,0.002
mp-12910,0.044
mp-12927,0.0
mp-12929,0.0
mp-12931,0.0
mp-12932,0.0
mp-12933,0.0
mp-12944,0.0
mp-12948,0.031
mp-12953,0.016
mp-12955,0.0
mp-12957,0.0
mp-12958,0.295
mp-12978,0.018
mp-12979,0.246
mp-12984,0.0
mp-13000,0.0
mp-13001,0.001
mp-13002,0.005
mp-13003,0.118
mp-13024,0.107
mp-13031,0.005
mp-13032,0.016
mp-13033,0.001
mp-13038,0.0
mp-13039,0.0
mp-13042,0.0
mp-13060,0.132
mp-13061,0.072
mp-13063,0.056
mp-13064,0.062
mp-13065,0.068
mp-13066,0.074
mp-13067,0.08
mp-13068,0.092
mp-13097,0.0
mp-13099,0.248
mp-13108,0.033
mp-13109,0.003
mp-13133,0.0
mp-13134,0.284
mp-13146,0.093
mp-13148,0.195
mp-13150,0.002
mp-13151,0.179
mp-1315,0.0
mp-13161,0.717
mp-13178,0.115
mp-1317,0.0
mp-13182,0.0
mp-13189,0.0
mp-13190,0.0
mp-13194,0.005
mp-13195,0.0
mp-13196,0.0
mp-13206,0.0
mp-13230,0.0
mp-13252,0.0
mp-13271,0.0
mp-13274,0.132
mp-13275,0.0
mp-13276,0.0
mp-13277,0.0
mp-13283,0.0
mp-13287,0.0
mp-13305,0.0
mp-13308,0.075
mp-1330,0.172
mp-13312,0.0
mp-13313,0.0
mp-13314,0.0
mp-13326,0.0
mp-13327,0.0
mp-13334,0.041
mp-13336,0.0
mp-13356,0.0
mp-13383,0.0
mp-13384,0.0
mp-1340,0.0
mp-1342,0.0
mp-13445,0.0
mp-13456,0.012
mp-13459,0.0
mp-1345,0.0
mp-1346,0.0
mp-13514,0.0
mp-13516,0.006
mp-13530,0.02
mp-13538,0.0
mp-13541,0.0
mp-13542,0.0
mp-13548,0.041
mp-13568,0.0
mp-13588,0.303
mp-13589,0.358
mp-13590,0.341
mp-13591,0.375
mp-13592,0.368
mp-13596,0.001
mp-13610,0.0
mp-1361,0.0
mp-13630,0.0
mp-13634,0.0
mp-13641,0.0
mp-13650,0.146
mp-13654,0.0
mp-13658,0.018
mp-13660,0.0
mp-13664,0.0
mp-13666,0.0
mp-13675,0.004
mp-13676,0.0
mp-1367,0.0
mp-13680,0.096
mp-13682,0.0
mp-13694,0.0
mp-13703,0.0
mp-13743,0.0
mp-13744,0.0
mp-13748,0.003
mp-1378,0.016
mp-13798,0.0
mp-13799,0.032
mp-1379,0.062
mp-137,0.149
mp-13800,0.0
mp-13801,0.0
mp-13815,0.0
mp-13816,0.0
mp-13820,0.0
mp-13829,0.001
mp-13840,0.0
mp-13852,0.002
mp-13859,0.007
mp-13863,0.0
mp-13866,0.34
mp-13868,0.0
mp-13872,0.032
mp-13898,0.0
mp-13900,0.0
mp-13903,0.0
mp-13907,0.0
mp-13922,0.0
mp-13925,0.0
mp-13926,0.0
mp-1392,0.004
mp-13946,0.0
mp-13947,0.0
mp-13948,0.0
mp-13949,0.0
mp-1394,0.003
mp-13954,0.003
mp-13961,0.014
mp-13971,0.0
mp-13972,0.0
mp-13974,0.0
mp-13975,0.0
mp-1397,0.019
mp-13981,0.013
mp-13982,0.0
mp-13983,0.0
mp-13984,0.0
mp-13985,0.0
mp-13986,0.0
mp-13992,0.0
mp-13995,0.0
mp-14006,0.0
mp-14017,0.0
mp-14018,0.0
mp-14026,0.001
mp-14036,0.0
mp-14037,0.0
mp-14038,0.0
mp-14039,0.0
mp-1403,0.0
mp-14058,0.0
mp-14069,0.0
mp-14070,0.0
mp-14088,0.0
mp-14091,0.0
mp-14092,0.0
mp-14093,0.0
mp-14099,0.054
mp-14100,0.0
mp-14105,0.028
mp-1410,0.0
mp-14115,0.0
mp-14116,0.0
mp-14128,0.0
mp-1413,0.0
mp-14142,0.028
mp-1415,0.0
mp-14168,0.0
mp-14172,0.003
mp-14190,0.002
mp-1419,0.45
mp-14205,0.0
mp-14206,0.0
mp-14207,0.0
mp-14222,0.119
mp-14232,0.008
mp-14241,0.0
mp-14242,0.0
mp-14243,0.0
mp-14254,0.027
mp-14285,0.0
mp-14288,0.0
mp-14289,0.0
mp-14292,0.004
mp-14304,0.0
mp-14307,0.0
mp-14322,0.0
mp-14323,0.007
mp-14333,0.0
mp-14334,0.001
mp-14336,0.0
mp-14338,0.0
mp-14339,0.0
mp-14340,0.0
mp-1434,0.0
mp-14354,0.0
mp-14355,0.0
mp-14363,0.0
mp-14364,0.0
mp-14374,0.048
mp-14395,0.0
mp-14398,0.0
mp-1439,0.032
mp-14411,0.001
mp-14415,0.0
mp-14416,0.0
mp-14420,0.004
mp-14433,0.0
mp-14434,0.0
mp-14435,0.0
mp-14437,0.0
mp-1443,0.0
mp-14444,0.0
mp-14447,0.0
mp-14448,0.0
mp-14476,0.014
mp-14501,0.0
mp-14532,0.023
mp-14550,0.043
mp-14568,0.004
mp-14587,0.063
mp-14588,0.0
mp-14591,0.013
mp-14620,0.007
mp-14623,0.0
mp-14628,0.055
mp-14636,0.0
mp-14637,0.0
mp-14643,0.0
mp-14652,0.0
mp-14659,0.0
mp-14726,0.0
mp-14734,0.0
mp-14769,0.015
mp-1477,0.0
mp-14787,0.02
mp-14790,0.142
mp-14791,0.0
mp-14796,0.0
mp-14797,0.0
mp-1479,0.0
mp-147,0.029
mp-14853,0.002
mp-14883,0.029
mp-14921,0.0
mp-1492,0.113
mp-14951,0.0
mp-14964,0.0
mp-14969,0.0
mp-14983,0.0
mp-149,0.0
mp-14,0.007
mp-1500,0.0
mp-15012,0.0
mp-15066,0.0
mp-15074,0.0
mp-15079,0.0
mp-15081,0.0
mp-1509,0.004
mp-15109,0.0
mp-15113,0.09
mp-15141,0.0
mp-15144,0.017
mp-15147,0.0
mp-15155,0.052
mp-15157,0.0
mp-15170,0.0
